chr	start	end	refStart_noChr	refEnd_noChr
chr17	40285879	40288379	2431973896	2431976396
chr17	40307180	40309680	2431995197	2431997697
chr17	40364237	40366737	2432052254	2432054754
chr17	40417396	40419896	2432105413	2432107913
chr17	40441450	40443950	2432129467	2432131967
chr17	40501123	40503623	2432189140	2432191640
chr17	40564972	40567472	2432252989	2432255489
chr17	40648154	40650654	2432336171	2432338671
chr17	40664641	40667181	2432352658	2432355198
chr17	40703252	40705752	2432391269	2432393769
chr17	40754831	40757331	2432442848	2432445348
chr17	40771701	40774201	2432459718	2432462218
chr17	40782050	40784550	2432470067	2432472567
chr17	40799459	40801959	2432487476	2432489976
chr17	40822114	40824614	2432510131	2432512631
chr17	40866723	40869223	2432554740	2432557240
chr17	40884742	40887242	2432572759	2432575259
chr17	40937146	40939646	2432625163	2432627663
chr17	40966448	40968948	2432654465	2432656965
chr17	40986635	40989135	2432674652	2432677152
chr17	40993664	40996164	2432681681	2432684181
chr17	40999406	41001906	2432687423	2432689923
chr17	41018824	41021324	2432706841	2432709341
chr17	41026708	41029208	2432714725	2432717225
chr17	41029695	41032195	2432717712	2432720212
chr17	41034374	41036874	2432722391	2432724891
chr17	41040950	41043450	2432728967	2432731467
chr17	41046816	41049316	2432734833	2432737333
chr17	41054730	41057230	2432742747	2432745247
chr17	41059614	41062114	2432747631	2432750131
chr17	41065379	41067879	2432753396	2432755896
chr17	41082150	41084650	2432770167	2432772667
chr17	41097642	41100142	2432785659	2432788159
chr17	41101709	41105889	2432789726	2432793906
chr17	41117873	41120373	2432805890	2432808390
chr17	41123682	41126182	2432811699	2432814199
chr17	41140044	41142544	2432828061	2432830561
chr17	41149325	41151825	2432837342	2432839842
chr17	41160248	41162748	2432848265	2432850765
chr17	41167721	41170221	2432855738	2432858238
chr17	41177721	41180221	2432865738	2432868238
chr17	41184411	41186911	2432872428	2432874928
chr17	41187887	41190387	2432875904	2432878404
chr17	41224648	41227148	2432912665	2432915165
chr17	41230449	41232949	2432918466	2432920966
chr17	41235999	41238499	2432924016	2432926516
chr17	41247687	41250187	2432935704	2432938204
chr17	41253384	41255884	2432941401	2432943901
chr17	41263378	41265878	2432951395	2432953895
chr17	41273698	41276198	2432961715	2432964215
chr17	41302351	41304851	2432990368	2432992868
chr17	41308809	41311309	2432996826	2432999326
chr17	41315210	41317710	2433003227	2433005727
chr17	41350328	41352828	2433038345	2433040845
chr17	41369313	41371813	2433057330	2433059830
chr17	41381806	41384306	2433069823	2433072323
chr17	41397108	41399608	2433085125	2433087625
chr17	41424085	41426585	2433112102	2433114602
chr17	41440483	41442983	2433128500	2433131000
chr17	41466886	41469386	2433154903	2433157403
chr17	41480651	41483151	2433168668	2433171168
chr17	41492046	41494546	2433180063	2433182563
chr17	41505205	41507705	2433193222	2433195722
chr17	41522029	41524529	2433210046	2433212546
chr17	41527808	41530308	2433215825	2433218325
chr17	41571559	41574059	2433259576	2433262076
chr17	41586395	41588895	2433274412	2433276912
chr17	41615399	41617899	2433303416	2433305916
chr17	41624342	41626842	2433312359	2433314859
chr17	41686885	41689385	2433374902	2433377402
chr17	41710331	41712831	2433398348	2433400848
chr17	41734144	41736644	2433422161	2433424661
chr17	41786431	41788931	2433474448	2433476948
chr17	41810680	41814604	2433498697	2433502621
chr17	41833685	41838260	2433521702	2433526277
chr17	41864923	41867423	2433552940	2433555440
chr17	41928617	41932542	2433616634	2433620559
chr17	41964763	41967263	2433652780	2433655280
chr17	42009382	42011882	2433697399	2433699899
chr17	42020876	42023376	2433708893	2433711393
chr17	42050101	42052601	2433738118	2433740618
chr17	42097979	42100479	2433785996	2433788496
chr17	42112214	42114714	2433800231	2433802731
chr17	42120804	42123367	2433808821	2433811384
chr17	42154416	42157044	2433842433	2433845061
chr17	42180642	42183142	2433868659	2433871159
chr17	42184952	42187452	2433872969	2433875469
chr17	42194013	42196513	2433882030	2433884530
chr17	42285547	42288047	2433973564	2433976064
chr17	42288133	42290633	2433976150	2433978650
chr17	42388040	42390540	2434076057	2434078557
chr17	42422756	42425256	2434110773	2434113273
chr17	42456844	42459344	2434144861	2434147361
chr17	42534241	42536741	2434222258	2434224758
chr17	42550922	42553422	2434238939	2434241439
chr17	42559467	42561967	2434247484	2434249984
chr17	42565072	42567572	2434253089	2434255589
chr17	42577331	42579831	2434265348	2434267848
chr17	42607641	42612623	2434295658	2434300640
chr17	42657284	42659784	2434345301	2434347801
chr17	42676494	42678994	2434364511	2434367011
chr17	42680531	42683031	2434368548	2434371048
chr17	42683417	42685917	2434371434	2434373934
chr17	42744549	42747049	2434432566	2434435066
chr17	42756447	42758947	2434444464	2434446964
chr17	42771449	42773949	2434459466	2434461966
chr17	42778610	42781110	2434466627	2434469127
chr17	42796800	42800704	2434484817	2434488721
chr17	42822385	42824885	2434510402	2434512902
chr17	42832850	42835350	2434520867	2434523367
chr17	42842580	42845080	2434530597	2434533097
chr17	42849184	42851684	2434537201	2434539701
chr17	42898797	42901297	2434586814	2434589314
chr17	42963998	42966498	2434652015	2434654515
chr17	42978565	42982528	2434666582	2434670545
chr17	42996273	42998773	2434684290	2434686790
chr17	43004740	43007240	2434692757	2434695257
chr17	43023231	43027123	2434711248	2434715140
chr17	43168481	43172245	2434856498	2434860262
chr17	43209835	43212335	2434897852	2434900352
chr17	43304897	43307397	2434992914	2434995414
chr17	43396993	43399493	2435085010	2435087510
chr17	43481865	43484365	2435169882	2435172382
chr17	43579120	43581620	2435267137	2435269637
chr17	43661422	43663922	2435349439	2435351939
chr17	43758291	43760791	2435446308	2435448808
chr17	43778435	43780977	2435466452	2435468994
chr17	43832670	43835170	2435520687	2435523187
chr17	43845148	43847648	2435533165	2435535665
chr17	43909211	43911711	2435597228	2435599728
chr17	43941976	43944476	2435629993	2435632493
chr17	44002622	44006469	2435690639	2435694486
chr17	44023446	44025946	2435711463	2435713963
chr17	44067119	44071120	2435755136	2435759137
chr17	44123202	44125702	2435811219	2435813719
chr17	44139906	44142406	2435827923	2435830423
chr17	44168447	44170947	2435856464	2435858964
chr17	44184970	44187470	2435872987	2435875487
chr17	44199613	44202113	2435887630	2435890130
chr17	44221126	44223626	2435909143	2435911643
chr17	44267641	44270141	2435955658	2435958158
chr17	44306413	44308913	2435994430	2435996930
chr17	44324370	44326870	2436012387	2436014887
chr17	44343246	44345746	2436031263	2436033763
chr17	44363353	44365853	2436051370	2436053870
chr17	44389149	44391649	2436077166	2436079666
chr17	44502930	44505430	2436190947	2436193447
chr17	44555484	44557984	2436243501	2436246001
chr17	44654404	44656904	2436342421	2436344921
chr17	44689279	44691779	2436377296	2436379796
chr17	44706608	44709108	2436394625	2436397125
chr17	44756988	44759488	2436445005	2436447505
chr17	44830316	44832816	2436518333	2436520833
chr17	44844353	44846853	2436532370	2436534870
chr17	44897142	44903933	2436585159	2436591950
chr17	44916437	44918937	2436604454	2436606954
chr17	44947273	44949773	2436635290	2436637790
chr17	44955992	44958492	2436644009	2436646509
chr17	44967803	44970303	2436655820	2436658320
chr17	45060631	45063131	2436748648	2436751148
chr17	45130600	45135354	2436818617	2436823371
chr17	45146475	45148975	2436834492	2436836992
chr17	45158700	45161200	2436846717	2436849217
chr17	45219444	45221944	2436907461	2436909961
chr17	45261594	45264094	2436949611	2436952111
chr17	45316529	45319029	2437004546	2437007046
chr17	45433921	45436421	2437121938	2437124438
chr17	45490258	45492758	2437178275	2437180775
chr17	45618344	45620844	2437306361	2437308861
chr17	45782277	45784777	2437470294	2437472794
chr17	45842881	45845381	2437530898	2437533398
chr17	45892527	45895027	2437580544	2437583044
chr17	45997250	45999750	2437685267	2437687767
chr17	46224889	46227389	2437912906	2437915406
chr17	46290733	46293233	2437978750	2437981250
chr17	46361266	46363766	2438049283	2438051783
chr17	46509508	46512008	2438197525	2438200025
chr17	46579195	46581695	2438267212	2438269712
chr17	46588669	46591169	2438276686	2438279186
chr17	46831201	46835154	2438519218	2438523171
chr17	46921075	46923633	2438609092	2438611650
chr17	46978753	46981253	2438666770	2438669270
chr17	47188922	47191422	2438876939	2438879439
chr17	47198446	47200946	2438886463	2438888963
chr17	47251827	47254397	2438939844	2438942414
chr17	47321290	47323790	2439009307	2439011807
chr17	47520942	47523442	2439208959	2439211459
chr17	47647476	47649976	2439335493	2439337993
chr17	47692161	47694661	2439380178	2439382678
chr17	47731236	47733736	2439419253	2439421753
chr17	47821303	47823803	2439509320	2439511820
chr17	47829634	47833541	2439517651	2439521558
chr17	47840789	47843289	2439528806	2439531306
chr17	47855374	47857874	2439543391	2439545891
chr17	47894150	47896650	2439582167	2439584667
chr17	47939506	47942006	2439627523	2439630023
chr17	47957383	47959883	2439645400	2439647900
chr17	47965810	47968310	2439653827	2439656327
chr17	48037530	48040030	2439725547	2439728047
chr17	48046329	48048829	2439734346	2439736846
chr17	48100978	48103857	2439788995	2439791874
chr17	48429775	48432275	2440117792	2440120292
chr17	48530511	48533011	2440218528	2440221028
chr17	48544609	48547109	2440232626	2440235126
chr17	48577850	48580350	2440265867	2440268367
chr17	48593279	48595779	2440281296	2440283796
chr17	48604412	48606992	2440292429	2440295009
chr17	48614792	48617292	2440302809	2440305309
chr17	48625858	48628358	2440313875	2440316375
chr17	48633072	48635572	2440321089	2440323589
chr17	48721185	48724518	2440409202	2440412535
chr17	48728250	48730750	2440416267	2440418767
chr17	48816729	48819229	2440504746	2440507246
chr17	48829018	48831518	2440517035	2440519535
chr17	48890765	48893265	2440578782	2440581282
chr17	48906407	48908907	2440594424	2440596924
chr17	48944342	48946842	2440632359	2440634859
chr17	48968096	48970596	2440656113	2440658613
chr17	48995385	48997885	2440683402	2440685902
chr17	49130460	49132960	2440818477	2440820977
chr17	49208411	49212574	2440896428	2440900591
chr17	49230287	49232787	2440918304	2440920804
chr17	49361973	49364473	2441049990	2441052490
chr17	49414405	49416905	2441102422	2441104922
chr17	49493293	49495793	2441181310	2441183810
chr17	49573871	49576371	2441261888	2441264388
chr17	49677663	49680163	2441365680	2441368180
chr17	49708514	49711014	2441396531	2441399031
chr17	49786624	49791180	2441474641	2441479197
chr17	49847569	49850069	2441535586	2441538086
chr17	49966588	49969088	2441654605	2441657105
chr17	49994724	49997224	2441682741	2441685241
chr17	50053968	50056468	2441741985	2441744485
chr17	50092737	50095237	2441780754	2441783254
chr17	50129660	50132160	2441817677	2441820177
chr17	50150177	50152677	2441838194	2441840694
chr17	50162214	50164714	2441850231	2441852731
chr17	50201132	50203632	2441889149	2441891649
chr17	50269406	50271906	2441957423	2441959923
chr17	50344126	50346626	2442032143	2442034643
chr17	50371220	50375207	2442059237	2442063224
chr17	50397023	50399523	2442085040	2442087540
chr17	50424158	50426658	2442112175	2442114675
chr17	50468406	50470906	2442156423	2442158923
chr17	50476860	50479360	2442164877	2442167377
chr17	50506425	50508925	2442194442	2442196942
chr17	50530682	50533182	2442218699	2442221199
chr17	50541058	50543558	2442229075	2442231575
chr17	50558715	50561215	2442246732	2442249232
chr17	50632777	50635277	2442320794	2442323294
chr17	50707414	50709914	2442395431	2442397931
chr17	50717565	50720065	2442405582	2442408082
chr17	50767057	50769557	2442455074	2442457574
chr17	50832650	50835150	2442520667	2442523167
chr17	50867478	50869978	2442555495	2442557995
chr17	51120368	51122868	2442808385	2442810885
chr17	51151559	51154090	2442839576	2442842107
chr17	51163435	51165935	2442851452	2442853952
chr17	51258546	51262163	2442946563	2442950180
chr17	52159517	52162017	2443847534	2443850034
chr17	53820927	53823427	2445508944	2445511444
chr17	54897387	54899887	2446585404	2446587904
chr17	54966727	54970703	2446654744	2446658720
chr17	55262960	55265460	2446950977	2446953477
chr17	55421424	55423924	2447109441	2447111941
chr17	55510952	55513452	2447198969	2447201469
chr17	55731621	55734121	2447419638	2447422138
chr17	55749051	55751551	2447437068	2447439568
chr17	55880301	55882801	2447568318	2447570818
chr17	56591699	56594199	2448279716	2448282216
chr17	56832107	56834607	2448520124	2448522624
chr17	56838273	56840773	2448526290	2448528790
chr17	56913580	56916080	2448601597	2448604097
chr17	56960550	56963050	2448648567	2448651067
chr17	56976129	56978629	2448664146	2448666646
chr17	57083092	57085592	2448771109	2448773609
chr17	57253851	57256351	2448941868	2448944368
chr17	57744799	57747299	2449432816	2449435316
chr17	57849556	57852056	2449537573	2449540073
chr17	57954912	57957412	2449642929	2449645429
chr17	57987759	57990259	2449675776	2449678276
chr17	58006746	58009346	2449694763	2449697363
chr17	58081419	58083919	2449769436	2449771936
chr17	58146384	58148884	2449834401	2449836901
chr17	58164982	58167482	2449852999	2449855499
chr17	58190726	58193226	2449878743	2449881243
chr17	58216548	58219048	2449904565	2449907065
chr17	58219105	58221605	2449907122	2449909622
chr17	58280435	58282935	2449968452	2449970952
chr17	58328295	58330795	2450016312	2450018812
chr17	58352593	58355093	2450040610	2450043110
chr17	58417095	58419595	2450105112	2450107612
chr17	58487908	58490408	2450175925	2450178425
chr17	58517405	58519905	2450205422	2450207922
chr17	58543868	58546368	2450231885	2450234385
chr17	58690573	58694055	2450378590	2450382072
chr17	58753854	58756354	2450441871	2450444371
chr17	59106421	59108921	2450794438	2450796938
chr17	59153732	59157260	2450841749	2450845277
chr17	59195566	59198066	2450883583	2450886083
chr17	59207400	59209900	2450895417	2450897917
chr17	59218467	59220967	2450906484	2450908984
chr17	59329655	59332155	2451017672	2451020172
chr17	59563558	59566058	2451251575	2451254075
chr17	59617684	59620184	2451305701	2451308201
chr17	59705192	59709626	2451393209	2451397643
chr17	59891046	59894945	2451579063	2451582962
chr17	59938908	59941408	2451626925	2451629425
chr17	59964261	59966761	2451652278	2451654778
chr17	60078422	60080922	2451766439	2451768939
chr17	60147942	60150442	2451835959	2451838459
chr17	60390429	60392929	2452078446	2452080946
chr17	60421970	60424470	2452109987	2452112487
chr17	60525742	60528242	2452213759	2452216259
chr17	60598193	60600693	2452286210	2452288710
chr17	60675453	60677953	2452363470	2452365970
chr17	61397843	61400343	2453085860	2453088360
chr17	61450404	61452904	2453138421	2453140921
chr17	61590719	61593219	2453278736	2453281236
chr17	61863059	61865559	2453551076	2453553576
chr17	61927516	61930016	2453615533	2453618033
chr17	62064778	62067278	2453752795	2453755295
chr17	62341941	62344441	2454029958	2454032458
chr17	62421875	62424375	2454109892	2454112392
chr17	62456658	62459158	2454144675	2454147175
chr17	62625670	62628170	2454313687	2454316187
chr17	62807844	62810344	2454495861	2454498361
chr17	62964235	62966735	2454652252	2454654752
chr17	63445854	63448354	2455133871	2455136371
chr17	63475061	63477561	2455163078	2455165578
chr17	63482823	63485323	2455170840	2455173340
chr17	63521334	63523834	2455209351	2455211851
chr17	63548222	63551103	2455236239	2455239120
chr17	63598882	63601382	2455286899	2455289399
chr17	63620415	63622915	2455308432	2455310932
chr17	63700672	63703172	2455388689	2455391189
chr17	63741486	63743986	2455429503	2455432003
chr17	63751597	63754097	2455439614	2455442114
chr17	63771603	63774103	2455459620	2455462120
chr17	63775851	63778351	2455463868	2455466368
chr17	63825152	63827652	2455513169	2455515669
chr17	63829512	63832012	2455517529	2455520029
chr17	63842565	63845065	2455530582	2455533082
chr17	63873266	63875766	2455561283	2455563783
chr17	63881444	63883944	2455569461	2455571961
chr17	63896161	63898661	2455584178	2455586678
chr17	63910841	63913341	2455598858	2455601358
chr17	63918339	63920839	2455606356	2455608856
chr17	63930885	63934336	2455618902	2455622353
chr17	63972418	63974918	2455660435	2455662935
chr17	63996351	63998851	2455684368	2455686868
chr17	64020134	64022634	2455708151	2455710651
chr17	64130319	64132819	2455818336	2455820836
chr17	64262760	64265260	2455950777	2455953277
chr17	64413276	64415776	2456101293	2456103793
chr17	64447037	64449537	2456135054	2456137554
chr17	64496554	64499054	2456184571	2456187071
chr17	64504865	64507365	2456192882	2456195382
chr17	64507699	64510199	2456195716	2456198216
chr17	64661807	64664307	2456349824	2456352324
chr17	64918980	64921480	2456606997	2456609497
chr17	65056240	65058740	2456744257	2456746757
chr17	65098812	65101312	2456786829	2456789329
chr17	65561148	65563648	2457249165	2457251665
chr17	65640533	65643033	2457328550	2457331050
chr17	66191633	66194133	2457879650	2457882150
chr17	66256025	66258525	2457944042	2457946542
chr17	66300613	66303113	2457988630	2457991130
chr17	66833117	66835617	2458521134	2458523634
chr17	66962707	66965207	2458650724	2458653224
chr17	67042554	67045054	2458730571	2458733071
chr17	67245489	67247989	2458933506	2458936006
chr17	67366105	67368605	2459054122	2459056622
chr17	67375281	67377781	2459063298	2459065798
chr17	67715931	67718431	2459403948	2459406448
chr17	67823503	67826003	2459511520	2459514020
chr17	67995969	67998469	2459683986	2459686486
chr17	68033636	68036136	2459721653	2459724153
chr17	68203481	68205981	2459891498	2459893998
chr17	68257182	68259682	2459945199	2459947699
chr17	68290767	68293267	2459978784	2459981284
chr17	68457013	68459513	2460145030	2460147530
chr17	68509780	68512280	2460197797	2460200297
chr17	68600867	68603367	2460288884	2460291384
chr17	68954892	68957392	2460642909	2460645409
chr17	69060449	69062949	2460748466	2460750966
chr17	69141395	69143895	2460829412	2460831912
chr17	69244346	69246846	2460932363	2460934863
chr17	69326744	69329244	2461014761	2461017261
chr17	69412697	69415197	2461100714	2461103214
chr17	70051429	70053929	2461739446	2461741946
chr17	70166673	70169173	2461854690	2461857190
chr17	72119020	72121520	2463807037	2463809537
chr17	73092212	73094712	2464780229	2464782729
chr17	73163010	73165510	2464851027	2464853527
chr17	73191055	73193555	2464879072	2464881572
chr17	73230233	73232733	2464918250	2464920750
chr17	73236253	73238753	2464924270	2464926770
chr17	73261852	73264352	2464949869	2464952369
chr17	73311505	73314005	2464999522	2465002022
chr17	73643945	73646445	2465331962	2465334462
chr17	74201582	74204082	2465889599	2465892099
chr17	74211571	74214071	2465899588	2465902088
chr17	74272234	74274734	2465960251	2465962751
chr17	74324210	74326710	2466012227	2466014727
chr17	74361368	74363868	2466049385	2466051885
chr17	74365458	74367958	2466053475	2466055975
chr17	74422851	74425351	2466110868	2466113368
chr17	74464399	74466899	2466152416	2466154916
chr17	74530975	74533475	2466218992	2466221492
chr17	74545615	74548115	2466233632	2466236132
chr17	74566843	74569343	2466254860	2466257360
chr17	74591783	74594283	2466279800	2466282300
chr17	74623238	74625738	2466311255	2466313755
chr17	74668578	74671078	2466356595	2466359095
chr17	74712478	74714978	2466400495	2466402995
chr17	74746628	74749128	2466434645	2466437145
chr17	74774499	74778367	2466462516	2466466384
chr17	74861004	74863504	2466549021	2466551521
chr17	74872531	74875031	2466560548	2466563048
chr17	74893281	74895781	2466581298	2466583798
chr17	74920950	74925256	2466608967	2466613273
chr17	74933898	74936398	2466621915	2466624415
chr17	74972666	74975166	2466660683	2466663183
chr17	74985632	74988132	2466673649	2466676149
chr17	75010670	75013170	2466698687	2466701187
chr17	75030575	75033075	2466718592	2466721092
chr17	75046485	75048985	2466734502	2466737002
chr17	75085727	75088227	2466773744	2466776244
chr17	75107952	75110452	2466795969	2466798469
chr17	75131257	75133757	2466819274	2466821774
chr17	75167781	75170281	2466855798	2466858298
chr17	75182459	75184959	2466870476	2466872976
chr17	75203659	75206159	2466891676	2466894176
chr17	75259674	75264363	2466947691	2466952380
chr17	75270731	75273231	2466958748	2466961248
chr17	75289010	75291510	2466977027	2466979527
chr17	75405209	75407709	2467093226	2467095726
chr17	75439159	75441659	2467127176	2467129676
chr17	75513944	75517537	2467201961	2467205554
chr17	75523080	75525580	2467211097	2467213597
chr17	75585800	75588300	2467273817	2467276317
chr17	75631434	75633934	2467319451	2467321951
chr17	75644243	75646743	2467332260	2467334760
chr17	75665251	75669189	2467353268	2467357206
chr17	75719328	75721828	2467407345	2467409845
chr17	75764736	75767236	2467452753	2467455253
chr17	75782806	75785306	2467470823	2467473323
chr17	75785393	75787893	2467473410	2467475910
chr17	75844285	75846785	2467532302	2467534802
chr17	75856007	75858507	2467544024	2467546524
chr17	75878081	75880581	2467566098	2467568598
chr17	75896451	75898951	2467584468	2467586968
chr17	75904593	75907093	2467592610	2467595110
chr17	75929629	75932129	2467617646	2467620146
chr17	75940640	75943140	2467628657	2467631157
chr17	75977231	75981177	2467665248	2467669194
chr17	75998855	76001355	2467686872	2467689372
chr17	76026806	76029306	2467714823	2467717323
chr17	76069961	76075281	2467757978	2467763298
chr17	76121076	76123576	2467809093	2467811593
chr17	76140745	76143245	2467828762	2467831262
chr17	76239993	76242493	2467928010	2467930510
chr17	76263348	76265848	2467951365	2467953865
chr17	76307776	76310276	2467995793	2467998293
chr17	76374584	76377084	2468062601	2468065101
chr17	76384021	76386521	2468072038	2468074538
chr17	76451351	76455152	2468139368	2468143169
chr17	76501290	76503790	2468189307	2468191807
chr17	76525586	76528086	2468213603	2468216103
chr17	76550675	76553175	2468238692	2468241192
chr17	76569171	76571671	2468257188	2468259688
chr17	76586456	76588956	2468274473	2468276973
chr17	76643286	76645786	2468331303	2468333803
chr17	76710504	76713004	2468398521	2468401021
chr17	76724830	76728799	2468412847	2468416816
chr17	76730978	76733478	2468418995	2468421495
chr17	76733865	76736365	2468421882	2468424382
chr17	76736833	76739333	2468424850	2468427350
chr17	76866404	76868904	2468554421	2468556921
chr17	77086749	77089249	2468774766	2468777266
chr17	77278569	77281069	2468966586	2468969086
chr17	77956703	77959203	2469644720	2469647220
chr17	78128770	78131270	2469816787	2469819287
chr17	78131907	78134407	2469819924	2469822424
chr17	78144385	78146885	2469832402	2469834902
chr17	78166581	78169081	2469854598	2469857098
chr17	78185358	78189233	2469873375	2469877250
chr17	78212186	78214686	2469900203	2469902703
chr17	78229310	78231810	2469917327	2469919827
chr17	78359577	78362077	2470047594	2470050094
chr17	78376649	78379149	2470064666	2470067166
chr17	78576896	78579396	2470264913	2470267413
chr17	78781797	78784297	2470469814	2470472314
chr17	78840941	78843441	2470528958	2470531458
chr17	78902717	78905217	2470590734	2470593234
chr17	78924887	78927387	2470612904	2470615404
chr17	78979447	78981947	2470667464	2470669964
chr17	79009367	79011867	2470697384	2470699884
chr17	79020814	79023314	2470708831	2470711331
chr17	79072824	79075324	2470760841	2470763341
chr17	79610551	79613051	2471298568	2471301068
chr17	79728943	79731443	2471416960	2471419460
chr17	79776148	79778648	2471464165	2471466665
chr17	79801183	79803683	2471489200	2471491700
chr17	79838940	79841440	2471526957	2471529457
chr17	80034632	80037872	2471722649	2471725889
chr17	80099533	80102033	2471787550	2471790050
chr17	80146651	80149151	2471834668	2471837168
chr17	80167992	80170492	2471856009	2471858509
chr17	80217699	80220199	2471905716	2471908216
chr17	80220423	80222923	2471908440	2471910940
chr17	80258852	80261352	2471946869	2471949369
chr17	80413165	80415665	2472101182	2472103682
chr17	80477343	80479843	2472165360	2472167860
chr17	80542819	80545575	2472230836	2472233592
chr17	80989598	80992098	2472677615	2472680115
chr17	81033122	81035622	2472721139	2472723639
chr17	81163507	81168221	2472851524	2472856238
chr17	81222499	81224999	2472910516	2472913016
chr17	81237305	81241091	2472925322	2472929108
chr17	81295047	81297547	2472983064	2472985564
chr17	81393457	81395957	2473081474	2473083974
chr17	81523347	81525847	2473211364	2473213864
chr17	81526377	81528877	2473214394	2473216894
chr17	81553461	81555961	2473241478	2473243978
chr17	81635171	81637671	2473323188	2473325688
chr17	81647965	81650465	2473335982	2473338482
chr17	81662612	81668635	2473350629	2473356652
chr17	81681326	81685797	2473369343	2473373814
chr17	81701367	81703871	2473389384	2473391888
chr17	81710236	81712736	2473398253	2473400753
chr17	81802132	81804632	2473490149	2473492649
chr17	81832802	81837050	2473520819	2473525067
chr17	81860356	81862856	2473548373	2473550873
chr17	81870878	81873378	2473558895	2473561395
chr17	81888790	81893586	2473576807	2473581603
chr17	81898745	81901245	2473586762	2473589262
chr17	81910932	81913432	2473598949	2473601449
chr17	81920823	81923323	2473608840	2473611340
chr17	81927235	81929735	2473615252	2473617752
chr17	81941912	81944412	2473629929	2473632429
chr17	81946733	81949233	2473634750	2473637250
chr17	81961340	81963840	2473649357	2473651857
chr17	81974807	81977307	2473662824	2473665324
chr17	82021305	82026107	2473709322	2473714124
chr17	82029678	82032178	2473717695	2473720195
chr17	82037209	82039709	2473725226	2473727726
chr17	82048691	82051191	2473736708	2473739208
chr17	82051331	82053831	2473739348	2473741848
chr17	82065387	82067887	2473753404	2473755904
chr17	82097794	82100294	2473785811	2473788311
chr17	82212378	82214878	2473900395	2473902895
chr17	82215934	82218434	2473903951	2473906451
chr17	82273200	82275700	2473961217	2473963717
chr17	82317108	82319608	2474005125	2474007625
chr17	82333574	82336074	2474021591	2474024091
chr17	82357247	82359747	2474045264	2474047764
chr17	82369765	82372265	2474057782	2474060282
chr17	82416318	82420637	2474104335	2474108654
chr17	82450329	82452829	2474138346	2474140846
chr17	82456180	82458680	2474144197	2474146697
chr17	82517713	82520213	2474205730	2474208230
chr17	82648053	82650553	2474336070	2474338570
chr17	82698198	82700698	2474386215	2474388715
chr17	82714706	82717206	2474402723	2474405223
chr17	82733615	82736115	2474421632	2474424132
chr17	82750042	82752542	2474438059	2474440559
chr17	82839522	82842022	2474527539	2474530039
chr17	83051309	83053809	2474739326	2474741826
chr17	83077609	83080109	2474765626	2474768126
chr18	73045	75545	2474681278	2474683778
chr18	156383	158883	2474764616	2474767116
chr18	267550	270050	2474875783	2474878283
chr18	500222	502722	2475108455	2475110955
chr18	578380	580880	2475186613	2475189113
chr18	594988	597488	2475203221	2475205721
chr18	655653	658153	2475263886	2475266386
chr18	712162	714662	2475320395	2475322895
chr18	812046	814546	2475420279	2475422779
chr18	902871	905371	2475511104	2475513604
chr18	2569557	2573509	2477177790	2477181742
chr18	2653726	2656226	2477261959	2477264459
chr18	2845006	2847506	2477453239	2477455739
chr18	3012644	3015144	2477620877	2477623377
chr18	3219468	3221968	2477827701	2477830201
chr18	3245481	3247981	2477853714	2477856214
chr18	3259479	3261979	2477867712	2477870212
chr18	3409608	3412108	2478017841	2478020341
chr18	4454807	4457307	2479063040	2479065540
chr18	5197003	5199503	2479805236	2479807736
chr18	5296553	5299053	2479904786	2479907286
chr18	5630200	5632700	2480238433	2480240933
chr18	5895455	5897955	2480503688	2480506188
chr18	6414737	6417237	2481022970	2481025470
chr18	6727716	6730216	2481335949	2481338449
chr18	7117297	7119797	2481725530	2481728030
chr18	7229089	7231589	2481837322	2481839822
chr18	7564782	7567282	2482173015	2482175515
chr18	8607437	8609937	2483215670	2483218170
chr18	8703556	8706056	2483311789	2483314289
chr18	9100630	9103130	2483708863	2483711363
chr18	9134228	9136728	2483742461	2483744961
chr18	9332767	9335267	2483941000	2483943500
chr18	9473009	9475509	2484081242	2484083742
chr18	9614740	9617240	2484222973	2484225473
chr18	9706275	9708775	2484314508	2484317008
chr18	9883766	9886266	2484491999	2484494499
chr18	9912016	9914516	2484520249	2484522749
chr18	10452635	10455135	2485060868	2485063368
chr18	10523905	10526405	2485132138	2485134638
chr18	11149069	11151569	2485757302	2485759802
chr18	11607596	11610096	2486215829	2486218329
chr18	11687264	11689764	2486295497	2486297997
chr18	11849413	11851913	2486457646	2486460146
chr18	11907866	11910366	2486516099	2486518599
chr18	11979025	11981525	2486587258	2486589758
chr18	12091843	12094343	2486700076	2486702576
chr18	12252361	12254861	2486860594	2486863094
chr18	12305669	12308169	2486913902	2486916402
chr18	12376727	12379227	2486984960	2486987460
chr18	12405896	12408396	2487014129	2487016629
chr18	12656043	12660107	2487264276	2487268340
chr18	12702277	12704777	2487310510	2487313010
chr18	12929143	12931643	2487537376	2487539876
chr18	12945133	12947633	2487553366	2487555866
chr18	12989362	12991862	2487597595	2487600095
chr18	13215498	13217998	2487823731	2487826231
chr18	13724660	13728663	2488332893	2488336896
chr18	13822149	13824649	2488430382	2488432882
chr18	13915207	13917707	2488523440	2488525940
chr18	14131990	14134490	2488740223	2488742723
chr18	14543100	14545600	2489151333	2489153833
chr18	14726272	14728772	2489334505	2489337005
chr18	21111313	21113813	2495719546	2495722046
chr18	21240232	21242732	2495848465	2495850965
