Chr	Start	End
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704274
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704275
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704276
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704277
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704278
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704279
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704280
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704281
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704282
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704283
chr7	118703258	118704284
chr7	118703258	118704284
chr7	118703258	118704284
chr7	118703258	118704284
chr7	118703258	118704284
chr7	118703258	118704284
chr7	118703258	118704284
chr7	118703258	118704284
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704285
chr7	118703258	118704286
chr7	118703258	118704286
chr7	118703258	118704286
chr7	118703258	118704286
chr7	118703258	118704286
chr7	118703258	118704286
chr7	118703258	118704287
chr7	118703258	118704287
chr7	118703258	118704287
chr7	118703258	118704287
chr7	118703258	118704290
chr7	118703258	118704290
chr7	118703258	118704291
chr7	118703258	118704292
chr7	118703258	118704293
chr7	118703259	118704266
chr7	118703259	118704267
chr7	118703259	118704268
chr7	118703259	118704268
chr7	118703259	118704268
chr7	118703259	118704269
chr7	118703259	118704269
chr7	118703259	118704270
chr7	118703259	118704270
chr7	118703259	118704270
chr7	118703259	118704270
chr7	118703259	118704270
chr7	118703259	118704271
chr7	118703259	118704271
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704272
chr7	118703259	118704273
chr7	118703259	118704273
chr7	118703259	118704273
chr7	118703259	118704273
chr7	118703259	118704273
chr7	118703259	118704273
chr7	118703259	118704273
chr7	118703259	118704273
chr7	118703259	118704273
chr7	118703259	118704273
chr7	118703259	118704274
chr7	118703259	118704274
chr7	118703259	118704274
chr7	118703259	118704274
chr7	118703259	118704274
chr7	118703259	118704274
chr7	118703259	118704274
chr7	118703259	118704274
chr7	118703259	118704274
chr7	118703259	118704274
chr7	118703259	118704275
chr7	118703259	118704275
chr7	118703259	118704275
chr7	118703259	118704275
chr7	118703259	118704275
chr7	118703259	118704275
chr7	118703259	118704275
chr7	118703259	118704275
chr7	118703259	118704275
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704276
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704277
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704278
chr7	118703259	118704279
chr7	118703259	118704279
chr7	118703259	118704279
chr7	118703259	118704279
chr7	118703259	118704279
chr7	118703259	118704279
chr7	118703259	118704279
chr7	118703259	118704279
chr7	118703259	118704279
chr7	118703259	118704279
chr7	118703259	118704280
chr7	118703259	118704280
chr7	118703259	118704280
chr7	118703259	118704280
chr7	118703259	118704280
chr7	118703259	118704281
chr7	118703259	118704281
chr7	118703259	118704281
chr7	118703259	118704282
chr7	118703259	118704282
chr7	118703259	118704282
chr7	118703259	118704282
chr7	118703259	118704282
chr7	118703259	118704282
chr7	118703259	118704283
chr7	118703259	118704283
chr7	118703259	118704284
chr7	118703259	118704285
chr7	118703259	118704285
chr7	118703259	118704286
chr7	118703259	118704286
chr7	118703259	118704288
chr7	118703260	118704266
chr7	118703260	118704267
chr7	118703260	118704268
chr7	118703260	118704270
chr7	118703260	118704270
chr7	118703260	118704271
chr7	118703260	118704271
chr7	118703260	118704271
chr7	118703260	118704271
chr7	118703260	118704272
chr7	118703260	118704272
chr7	118703260	118704272
chr7	118703260	118704272
chr7	118703260	118704272
chr7	118703260	118704272
chr7	118703260	118704273
chr7	118703260	118704273
chr7	118703260	118704273
chr7	118703260	118704273
chr7	118703260	118704273
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704274
chr7	118703260	118704275
chr7	118703260	118704275
chr7	118703260	118704275
chr7	118703260	118704275
chr7	118703260	118704275
chr7	118703260	118704276
chr7	118703260	118704276
chr7	118703260	118704276
chr7	118703260	118704276
chr7	118703260	118704276
chr7	118703260	118704276
chr7	118703260	118704276
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704277
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704278
chr7	118703260	118704279
chr7	118703260	118704279
chr7	118703260	118704279
chr7	118703260	118704279
chr7	118703260	118704279
chr7	118703260	118704280
chr7	118703260	118704280
chr7	118703260	118704280
chr7	118703260	118704281
chr7	118703260	118704281
chr7	118703260	118704281
chr7	118703260	118704281
chr7	118703260	118704281
chr7	118703260	118704281
chr7	118703260	118704282
chr7	118703260	118704282
chr7	118703260	118704282
chr7	118703260	118704282
chr7	118703260	118704282
chr7	118703260	118704283
chr7	118703260	118704284
chr7	118703260	118704284
chr7	118703260	118704285
chr7	118703260	118704285
chr7	118703260	118704285
chr7	118703260	118704285
chr7	118703260	118704286
chr7	118703260	118704290
chr7	118703261	118704263
chr7	118703261	118704265
chr7	118703261	118704265
chr7	118703261	118704268
chr7	118703261	118704268
chr7	118703261	118704269
chr7	118703261	118704270
chr7	118703261	118704270
chr7	118703261	118704270
chr7	118703261	118704270
chr7	118703261	118704270
chr7	118703261	118704271
chr7	118703261	118704271
chr7	118703261	118704273
chr7	118703261	118704273
chr7	118703261	118704273
chr7	118703261	118704274
chr7	118703261	118704274
chr7	118703261	118704274
chr7	118703261	118704275
chr7	118703261	118704275
chr7	118703261	118704275
chr7	118703261	118704276
chr7	118703261	118704276
chr7	118703261	118704276
chr7	118703261	118704277
chr7	118703261	118704277
chr7	118703261	118704277
chr7	118703261	118704277
chr7	118703261	118704278
chr7	118703261	118704278
chr7	118703261	118704278
chr7	118703261	118704278
chr7	118703261	118704280
chr7	118703261	118704281
chr7	118703261	118704281
chr7	118703261	118704282
chr7	118703261	118704283
chr7	118703261	118704283
chr7	118703262	118704263
chr7	118703262	118704267
chr7	118703262	118704267
chr7	118703262	118704267
chr7	118703262	118704267
chr7	118703262	118704268
chr7	118703262	118704269
chr7	118703262	118704270
chr7	118703262	118704270
chr7	118703262	118704270
chr7	118703262	118704270
chr7	118703262	118704270
chr7	118703262	118704270
chr7	118703262	118704270
chr7	118703262	118704271
chr7	118703262	118704271
chr7	118703262	118704272
chr7	118703262	118704273
chr7	118703262	118704273
chr7	118703262	118704273
chr7	118703262	118704273
chr7	118703262	118704273
chr7	118703262	118704274
chr7	118703262	118704274
chr7	118703262	118704274
chr7	118703262	118704275
chr7	118703262	118704275
chr7	118703262	118704275
chr7	118703262	118704275
chr7	118703262	118704275
chr7	118703262	118704275
chr7	118703262	118704275
chr7	118703262	118704275
chr7	118703262	118704276
chr7	118703262	118704276
chr7	118703262	118704276
chr7	118703262	118704277
chr7	118703262	118704277
chr7	118703262	118704277
chr7	118703262	118704278
chr7	118703262	118704278
chr7	118703262	118704278
chr7	118703262	118704279
chr7	118703262	118704279
chr7	118703262	118704280
chr7	118703262	118704280
chr7	118703262	118704280
chr7	118703262	118704281
chr7	118703262	118704283
chr7	118703262	118704284
chr7	119367994	119369000
chr7	119367994	119369000
chr7	119367994	119369004
chr7	119367994	119369011
chr7	119367994	119369012
chr7	119367995	119369008
chr7	119367995	119369008
chr7	119367995	119369018
chr7	119367995	119369021
chr7	119367995	119369021
chr7	119367995	119369026
chr7	119367996	119368999
chr7	119367996	119369000
chr7	119367996	119369002
chr7	119367996	119369008
chr7	119367996	119369009
chr7	119367996	119369011
chr7	119367996	119369012
chr7	119367996	119369021
chr7	119367996	119369021
chr7	119367996	119369022
chr7	119367997	119369000
chr7	119367997	119369006
chr7	119367998	119368999
chr7	119367998	119369002
chr7	119367998	119369006
chr7	119367998	119369011
chr7	119367998	119369013
chr7	119368000	119369000
chr7	119368000	119369003
chr7	119368000	119369003
chr7	119368000	119369008
chr7	119368000	119369009
chr7	119368000	119369011
chr7	119368000	119369021
chr7	119368000	119369021
chr7	119368002	119369006
chr7	119368002	119369009
chr7	119368009	119369031
chr7	119696477	119697845
chr7	120186350	120187470
chr7	121845993	121846997
chr7	122405557	122406724
chr7	123008477	123009635
chr7	123129093	123130128
chr7	123178652	123179740
chr7	123480397	123481453
chr7	124047055	124048060
chr7	124047055	124048061
chr7	124047055	124048061
chr7	124047056	124048056
chr7	124047056	124048058
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048059
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048060
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048061
chr7	124047056	124048062
chr7	124047056	124048062
chr7	124047056	124048063
chr7	124047056	124048063
chr7	124047056	124048063
chr7	124047056	124048063
chr7	124047056	124048064
chr7	124047056	124048064
chr7	124047056	124048064
chr7	124047056	124048065
chr7	124047056	124048066
chr7	124047056	124048066
chr7	124047057	124048059
chr7	124047057	124048059
chr7	124047057	124048059
chr7	124047057	124048059
chr7	124047057	124048060
chr7	124047057	124048060
chr7	124047057	124048060
chr7	124047057	124048060
chr7	124047057	124048061
chr7	124047057	124048061
chr7	124047057	124048061
chr7	124047057	124048065
chr7	124047058	124048058
chr7	124047058	124048059
chr7	124047058	124048059
chr7	124047058	124048060
chr7	124047058	124048060
chr7	124047058	124048061
chr7	124047058	124048062
chr7	124047058	124048063
chr7	124047058	124048064
chr7	124047059	124048059
chr7	124047059	124048059
chr7	124047059	124048059
chr7	124047059	124048059
chr7	124047059	124048060
chr7	124047059	124048060
chr7	124047059	124048060
chr7	124047059	124048060
chr7	124047059	124048060
chr7	124047059	124048061
chr7	124047059	124048061
chr7	124047059	124048061
chr7	124047059	124048061
chr7	124047059	124048061
chr7	124047059	124048061
chr7	124047059	124048062
chr7	124047059	124048062
chr7	124047059	124048062
chr7	124047059	124048062
chr7	124047059	124048066
chr7	124654904	124656592
chr7	124655384	124656476
chr7	125041631	125043015
chr7	125212798	125213808
chr7	125384322	125385612
chr7	125701778	125702786
chr7	125701780	125702785
chr7	125701780	125702787
chr7	125701781	125702784
chr7	125701781	125702784
chr7	125701781	125702785
chr7	125701781	125702785
chr7	125701781	125702785
chr7	125701781	125702786
chr7	125701781	125702786
chr7	125701781	125702787
chr7	125701781	125702787
chr7	125701781	125702787
chr7	125701781	125702787
chr7	125701781	125702787
chr7	125701781	125702787
chr7	125701781	125702787
chr7	125701781	125702787
chr7	125701781	125702788
chr7	125701781	125702788
chr7	125701781	125702790
chr7	125701781	125702790
chr7	125701781	125702791
chr7	125701781	125702792
chr7	125701781	125702792
chr7	125701781	125702793
chr7	125701781	125702794
chr7	125701782	125702785
chr7	125701782	125702786
chr7	125701782	125702786
chr7	125701782	125702786
chr7	125701782	125702786
chr7	125701782	125702786
chr7	125701782	125702786
chr7	125701782	125702787
chr7	125701782	125702787
chr7	125701782	125702787
chr7	125701782	125702787
chr7	125701782	125702787
chr7	125701782	125702787
chr7	125701782	125702787
chr7	125701782	125702787
chr7	125701782	125702787
chr7	125701782	125702787
chr7	125701782	125702787
chr7	125701782	125702788
chr7	125701782	125702788
chr7	125701782	125702788
chr7	125701782	125702788
chr7	125701782	125702788
chr7	125701782	125702789
chr7	125701782	125702790
chr7	125701782	125702790
chr7	125701782	125702790
chr7	125701782	125702791
chr7	125701782	125702792
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702784
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702785
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702786
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
chr7	125701783	125702787
