"Chr","Start","End","Value","Color"
9,26000001,28000000,0.00244938,"fc8d62"
9,27000001,29000000,0.00265082,"fc8d62"
9,28000001,30000000,0.00242125,"fc8d62"
9,29000001,31000000,0.00295572,"fc8d62"
9,30000001,32000000,0.0025752,"fc8d62"
9,31000001,33000000,0.0016104,"fc8d62"
9,32000001,34000000,0.00193781,"fc8d62"
9,33000001,35000000,0.00232486,"fc8d62"
9,34000001,36000000,0.00208236,"fc8d62"
9,35000001,37000000,0.0017487,"fc8d62"
9,36000001,38000000,0.0018725,"fc8d62"
9,37000001,39000000,0.00230629,"fc8d62"
9,38000001,40000000,0.00242656,"fc8d62"
9,39000001,41000000,0.00257126,"fc8d62"
9,40000001,42000000,0.00278107,"fc8d62"
9,41000001,43000000,0.00239964,"fc8d62"
9,42000001,44000000,0.00189673,"fc8d62"
9,43000001,45000000,0.00177994,"fc8d62"
9,44000001,46000000,0.0013001,"fc8d62"
9,45000001,47000000,0.00202568,"fc8d62"
9,46000001,48000000,0.00271703,"fc8d62"
9,47000001,49000000,0.00231531,"fc8d62"
9,48000001,50000000,0.00239339,"fc8d62"
9,49000001,51000000,0.00272038,"fc8d62"
9,50000001,52000000,0.00279649,"fc8d62"
9,51000001,53000000,0.00285497,"fc8d62"
9,52000001,54000000,0.00261287,"fc8d62"
9,53000001,55000000,0.00213909,"fc8d62"
9,54000001,55551413,0.00144653,"fc8d62"
9,55000001,55551413,0.000405328,"fc8d62"
