	mergedClusterID	GroupID	Index	POS	CHR	min	max
16032	237_chr21	1	1	1	1	17160490	17160490
16033	237_chr22	2	2	2	2	31372921	31372922
16034	237_chr3	1	1	1	1	18343321	18343321
16035	237_chr4	1	1	1	1	20417618	20417618
16036	237_chr5	1	1	1	1	19207599	19207599
16037	237_chr6	1	1	1	1	21053826	21053826
16038	237_chr7	8	8	8	8	22644859	22644863
16039	237_chr8	1	1	1	1	19014450	19014450
16040	237_chr9	1	1	1	1	16672025	16672025
16041	237_chrX	1	1	1	1	35426752	35426752
16042	2380_chr1	1	1	1	1	192628199	192628199
16043	2380_chr2	1	1	1	1	183645390	183645390
16044	2380_chr3	2	2	2	2	187917519	187917521
16045	2380_chr4	1	1	1	1	182254926	182254926
16046	2381_chr1	1	1	1	1	192634603	192634603
16047	2381_chr2	1	1	1	1	183735396	183735396
16048	2381_chr3	1	1	1	1	188022557	188022557
16049	2381_chr4	1	1	1	1	182578436	182578436
16050	2382_chr1	1	1	1	1	192662463	192662463
16051	2382_chr2	1	1	1	1	183781240	183781240
16052	2382_chr3	1	1	1	1	188086185	188086185
16053	2382_chr4	1	1	1	1	182620461	182620461
16054	2383_chr1	17	17	17	17	192795862	192795874
16055	2383_chr2	1	1	1	1	183945208	183945208
16056	2383_chr3	1	1	1	1	188105227	188105227
16057	2383_chr4	1	1	1	1	182650102	182650102
16058	2384_chr1	1	1	1	1	192906997	192906997
16059	2384_chr2	1	1	1	1	184155356	184155356
16060	2384_chr3	1	1	1	1	188269930	188269930
16061	2384_chr4	1	1	1	1	182866631	182866631
16062	2385_chr1	1	1	1	1	192928169	192928169
16063	2385_chr2	3	3	3	3	184185624	184185626
16064	2385_chr3	1	1	1	1	188342951	188342951
16065	2385_chr4	1	1	1	1	182869243	182869243
16066	2386_chr1	1	1	1	1	193042431	193042431
16067	2386_chr2	1	1	1	1	184198630	184198630
16068	2386_chr3	1	1	1	1	188482207	188482207
16069	2386_chr4	1	1	1	1	182952347	182952347
16070	2387_chr1	1	1	1	1	193097846	193097846
16071	2387_chr2	1	1	1	1	184252181	184252181
16072	2387_chr3	1	1	1	1	188560806	188560806
16073	2387_chr4	1	1	1	1	182953878	182953878
16074	2388_chr1	1	1	1	1	193103335	193103335
16075	2388_chr2	1	1	1	1	184268499	184268499
16076	2388_chr3	1	1	1	1	188676264	188676264
16077	2388_chr4	1	1	1	1	183174585	183174585
16078	2389_chr1	1	1	1	1	193196107	193196107
16079	2389_chr2	1	1	1	1	184282155	184282155
16080	2389_chr3	1	1	1	1	188715581	188715581
16081	2389_chr4	1	1	1	1	183275642	183275642
16082	238_chr1	3	3	3	3	23042432	23042435
16083	238_chr10	1	1	1	1	19867255	19867255
16084	238_chr11	1	1	1	1	21323229	21323229
16085	238_chr12	1	1	1	1	21806241	21806241
16086	238_chr13	2	2	2	2	16937606	16937666
16087	238_chr14	1	1	1	1	37320413	37320413
16088	238_chr15	1	1	1	1	38786929	38786929
16089	238_chr16	1	1	1	1	23353251	23353251
16090	238_chr17	3	3	3	3	21969355	21969618
16091	238_chr18	1	1	1	1	23268849	23268849
16092	238_chr19	1	1	1	1	28960906	28960906
16093	238_chr2	1	1	1	1	18461748	18461748
16094	238_chr20	1	1	1	1	22157506	22157506
16095	238_chr21	1	1	1	1	17236236	17236236
16096	238_chr22	1	1	1	1	31374912	31374912
16097	238_chr3	2	2	2	2	18362862	18362865
16098	238_chr4	1	1	1	1	20449327	20449327
16099	238_chr5	1	1	1	1	19396270	19396270
16100	238_chr6	1	1	1	1	21119715	21119715
16101	238_chr7	1	1	1	1	22666607	22666607
16102	238_chr8	1	1	1	1	19059828	19059828
16103	238_chr9	1	1	1	1	16674138	16674138
16104	238_chrX	1	1	1	1	35496111	35496111
16105	2390_chr1	1	1	1	1	193228385	193228385
16106	2390_chr2	1	1	1	1	184308979	184308979
16107	2390_chr3	1	1	1	1	188723506	188723506
16108	2390_chr4	1	1	1	1	183487424	183487424
16109	2391_chr1	1	1	1	1	193519517	193519517
16110	2391_chr2	1	1	1	1	184311565	184311565
16111	2391_chr3	25	25	25	25	188755807	188755825
16112	2391_chr4	1	1	1	1	183595456	183595456
16113	2392_chr1	1	1	1	1	193566737	193566737
16114	2392_chr2	1	1	1	1	184334291	184334291
16115	2392_chr3	1	1	1	1	188831459	188831459
16116	2392_chr4	1	1	1	1	183786413	183786413
16117	2393_chr1	10	10	10	10	193586455	193586463
16118	2393_chr2	1	1	1	1	184481837	184481837
16119	2393_chr3	5	5	5	5	188834313	188834327
16120	2393_chr4	1	1	1	1	183818532	183818532
16121	2394_chr1	1	1	1	1	193702050	193702050
16122	2394_chr2	1	1	1	1	184742669	184742669
16123	2394_chr3	1	1	1	1	189064766	189064766
16124	2394_chr4	1	1	1	1	183870572	183870572
16125	2395_chr1	1	1	1	1	193766040	193766040
16126	2395_chr2	1	1	1	1	184782639	184782639
16127	2395_chr3	1	1	1	1	189088196	189088196
16128	2395_chr4	1	1	1	1	184267114	184267114
16129	2396_chr1	15	15	15	15	193862380	193862389
16130	2396_chr2	17	17	17	17	184829898	184829909
16131	2396_chr3	1	1	1	1	189158921	189158921
16132	2396_chr4	1	1	1	1	184338353	184338353
16133	2397_chr1	1	1	1	1	193913766	193913766
16134	2397_chr2	1	1	1	1	184852766	184852766
16135	2397_chr3	1	1	1	1	189262578	189262578
16136	2397_chr4	1	1	1	1	184380745	184380745
16137	2398_chr1	1	1	1	1	193966640	193966640
16138	2398_chr2	1	1	1	1	185105718	185105718
16139	2398_chr3	1	1	1	1	189534815	189534815
16140	2398_chr4	1	1	1	1	184444724	184444724
16141	2399_chr1	1	1	1	1	193976729	193976729
16142	2399_chr2	1	1	1	1	185129704	185129704
16143	2399_chr3	1	1	1	1	189834215	189834215
16144	2399_chr4	1	1	1	1	184454595	184454595
16145	239_chr1	1	1	1	1	23130205	23130205
16146	239_chr10	1	1	1	1	19925238	19925238
16147	239_chr11	1	1	1	1	21484821	21484821
16148	239_chr12	1	1	1	1	21903303	21903303
16149	239_chr13	3	3	3	3	16939607	16940524
16150	239_chr14	9	9	9	9	37445522	37445554
16151	239_chr15	1	1	1	1	38826184	38826184
16152	239_chr16	1	1	1	1	23371920	23371920
16153	239_chr17	34	34	34	34	21972975	21973919
16154	239_chr18	1	1	1	1	23284127	23284127
16155	239_chr19	1	1	1	1	28971696	28971696
16156	239_chr2	1	1	1	1	18541393	18541393
16157	239_chr20	1	1	1	1	22186739	22186739
16158	239_chr21	1	1	1	1	17312129	17312129
16159	239_chr22	1	1	1	1	31453151	31453151
16160	239_chr3	1	1	1	1	18431357	18431357
16161	239_chr4	1	1	1	1	20462223	20462223
16162	239_chr5	1	1	1	1	19485638	19485638
16163	239_chr6	1	1	1	1	21150779	21150779
16164	239_chr7	3	3	3	3	22799284	22799286
16165	239_chr8	1	1	1	1	19226718	19226718
16166	239_chr9	1	1	1	1	16735485	16735485
16167	239_chrX	1	1	1	1	35633175	35633175
16168	23_chr1	1	1	1	1	2616983	2616983
16169	23_chr10	1	1	1	1	1707368	1707368
16170	23_chr11	1	1	1	1	2902525	2902525
16171	23_chr12	1	1	1	1	1996618	1996618
16172	23_chr13	5	5	5	5	16250292	16251376
16173	23_chr14	1	1	1	1	19188500	19188500
16174	23_chr15	1	1	1	1	19588548	19588548
16175	23_chr16	1	1	1	1	2560452	2560452
16176	23_chr17	1	1	1	1	2146135	2146135
16177	23_chr18	1	1	1	1	2707926	2707926
16178	23_chr19	1	1	1	1	3446343	3446343
16179	23_chr2	1	1	1	1	1620934	1620934
16180	23_chr20	1	1	1	1	1872156	1872156
16181	23_chr21	1	1	1	1	7235209	7235209
16182	23_chr22	1	1	1	1	11030103	11030103
16183	23_chr3	1	1	1	1	1633437	1633437
16184	23_chr4	18	18	18	18	1707224	1707236
16185	23_chr5	1	1	1	1	1655570	1655570
16186	23_chr6	2	2	2	2	2016068	2016068
16187	23_chr7	1	1	1	1	2003118	2003118
16188	23_chr8	1	1	1	1	2026051	2026051
16189	23_chr9	1	1	1	1	1524567	1524567
16190	23_chrX	1	1	1	1	1737445	1737445
16191	23_chrY	20	20	20	20	7080046	7080060
16192	2400_chr1	1	1	1	1	193987951	193987951
16193	2400_chr2	1	1	1	1	185163392	185163392
16194	2400_chr3	1	1	1	1	189862102	189862102
16195	2400_chr4	2	2	2	2	184497216	184497219
16196	2401_chr1	1	1	1	1	194005106	194005106
16197	2401_chr2	1	1	1	1	185177361	185177361
16198	2401_chr3	1	1	1	1	189924876	189924876
16199	2401_chr4	1	1	1	1	184654870	184654870
16200	2402_chr1	1	1	1	1	194196867	194196867
16201	2402_chr2	1	1	1	1	185218686	185218686
16202	2402_chr3	1	1	1	1	189951911	189951911
16203	2402_chr4	1	1	1	1	184909579	184909579
16204	2403_chr1	1	1	1	1	194237957	194237957
16205	2403_chr2	1	1	1	1	185269352	185269352
16206	2403_chr3	1	1	1	1	190008324	190008324
16207	2403_chr4	1	1	1	1	184945210	184945210
16208	2404_chr1	1	1	1	1	194297521	194297521
16209	2404_chr2	1	1	1	1	185468891	185468891
16210	2404_chr3	1	1	1	1	190032841	190032841
16211	2404_chr4	1	1	1	1	184953216	184953216
16212	2405_chr1	1	1	1	1	194487688	194487688
16213	2405_chr2	9	9	9	9	185504877	185504881
16214	2405_chr3	1	1	1	1	190212087	190212087
16215	2405_chr4	1	1	1	1	184955960	184955960
16216	2406_chr1	1	1	1	1	194542919	194542919
16217	2406_chr2	1	1	1	1	185622566	185622566
16218	2406_chr3	1	1	1	1	190333362	190333362
16219	2406_chr4	1	1	1	1	185021891	185021891
16220	2407_chr1	1	1	1	1	194651556	194651556
16221	2407_chr2	1	1	1	1	185766140	185766140
16222	2407_chr3	1	1	1	1	190602629	190602629
16223	2407_chr4	1	1	1	1	185300768	185300768
16224	2408_chr1	1	1	1	1	194779230	194779230
16225	2408_chr2	1	1	1	1	185868879	185868879
16226	2408_chr3	1	1	1	1	190629219	190629219
16227	2408_chr4	3	3	3	3	185472792	185472796
16228	2409_chr1	1	1	1	1	194814113	194814113
16229	2409_chr2	2	2	2	2	186153317	186153322
16230	2409_chr3	1	1	1	1	190660293	190660293
16231	2409_chr4	1	1	1	1	185490079	185490079
16232	240_chr1	3	3	3	3	23149081	23149085
16233	240_chr10	2	2	2	2	20012304	20012944
16234	240_chr11	1	1	1	1	21609485	21609485
16235	240_chr12	1	1	1	1	21969565	21969565
16236	240_chr13	10	10	10	10	16941619	16941806
16237	240_chr14	1	1	1	1	37554548	37554548
16238	240_chr15	1	1	1	1	38922991	38922991
16239	240_chr16	1	1	1	1	23506384	23506384
16240	240_chr17	8	8	8	8	21975739	21977017
16241	240_chr18	1	1	1	1	23573317	23573317
16242	240_chr19	1	1	1	1	29187480	29187480
16243	240_chr2	1	1	1	1	18606228	18606228
16244	240_chr20	1	1	1	1	22218053	22218053
16245	240_chr21	1	1	1	1	17318825	17318825
16246	240_chr22	1	1	1	1	31476856	31476856
16247	240_chr3	1	1	1	1	18666842	18666842
16248	240_chr4	1	1	1	1	20479882	20479882
16249	240_chr5	1	1	1	1	19503889	19503889
16250	240_chr6	1	1	1	1	21176677	21176677
16251	240_chr7	1	1	1	1	22845839	22845839
16252	240_chr8	1	1	1	1	19245461	19245461
16253	240_chr9	1	1	1	1	16864137	16864137
16254	240_chrX	1	1	1	1	36300074	36300074
16255	2410_chr1	1	1	1	1	194899457	194899457
16256	2410_chr2	1	1	1	1	186550613	186550613
16257	2410_chr3	1	1	1	1	190672032	190672032
16258	2410_chr4	1	1	1	1	185524792	185524792
16259	2411_chr1	1	1	1	1	194920184	194920184
16260	2411_chr2	1	1	1	1	186633334	186633334
16261	2411_chr3	1	1	1	1	190815044	190815044
16262	2411_chr4	1	1	1	1	185529108	185529108
16263	2412_chr1	1	1	1	1	195004423	195004423
16264	2412_chr2	1	1	1	1	186686389	186686389
16265	2412_chr3	1	1	1	1	190929951	190929951
16266	2412_chr4	1	1	1	1	185587311	185587311
16267	2413_chr1	1	1	1	1	195021976	195021976
16268	2413_chr2	1	1	1	1	186733224	186733224
16269	2413_chr3	1	1	1	1	190945487	190945487
16270	2413_chr4	1	1	1	1	185590268	185590268
16271	2414_chr1	1	1	1	1	195172165	195172165
16272	2414_chr2	1	1	1	1	186748970	186748970
16273	2414_chr3	1	1	1	1	191005406	191005406
16274	2414_chr4	2	2	2	2	185631762	185631845
16275	2415_chr1	1	1	1	1	195183702	195183702
16276	2415_chr2	1	1	1	1	186800953	186800953
16277	2415_chr3	1	1	1	1	191035684	191035684
16278	2415_chr4	1	1	1	1	185736021	185736021
16279	2416_chr1	1	1	1	1	195192044	195192044
16280	2416_chr2	1	1	1	1	186827095	186827095
16281	2416_chr3	1	1	1	1	191089033	191089033
16282	2416_chr4	1	1	1	1	185843875	185843875
16283	2417_chr1	1	1	1	1	195410167	195410167
16284	2417_chr2	1	1	1	1	186909410	186909410
16285	2417_chr3	1	1	1	1	191197689	191197689
16286	2417_chr4	1	1	1	1	185880749	185880749
16287	2418_chr1	1	1	1	1	195417633	195417633
16288	2418_chr2	1	1	1	1	186921072	186921072
16289	2418_chr3	1	1	1	1	191267350	191267350
16290	2418_chr4	1	1	1	1	186002381	186002381
16291	2419_chr1	1	1	1	1	195552252	195552252
16292	2419_chr2	1	1	1	1	187022301	187022301
16293	2419_chr3	1	1	1	1	191424603	191424603
16294	2419_chr4	1	1	1	1	186024646	186024646
16295	241_chr1	1	1	1	1	23174552	23174552
16296	241_chr10	1	1	1	1	20119414	20119414
16297	241_chr11	1	1	1	1	21614280	21614280
16298	241_chr12	1	1	1	1	22024640	22024640
16299	241_chr13	101	101	101	101	16943236	16944705
16300	241_chr14	1	1	1	1	37633344	37633344
16301	241_chr15	3	3	3	3	38974824	38974829
16302	241_chr16	1	1	1	1	23658672	23658672
16303	241_chr17	3	3	3	3	21980320	21980737
16304	241_chr18	1	1	1	1	23613899	23613899
16305	241_chr19	1	1	1	1	29281849	29281849
16306	241_chr2	1	1	1	1	18811939	18811939
16307	241_chr20	1	1	1	1	22298071	22298071
16308	241_chr21	1	1	1	1	17398109	17398109
16309	241_chr22	1	1	1	1	31513023	31513023
16310	241_chr3	1	1	1	1	18670277	18670277
16311	241_chr4	1	1	1	1	20486952	20486952
16312	241_chr5	1	1	1	1	19559514	19559514
16313	241_chr6	1	1	1	1	21233828	21233828
16314	241_chr7	2	2	2	2	22882433	22882434
16315	241_chr8	1	1	1	1	19271043	19271043
16316	241_chr9	1	1	1	1	16896960	16896960
16317	241_chrX	1	1	1	1	36676305	36676305
16318	2420_chr1	1	1	1	1	195573930	195573930
16319	2420_chr2	1	1	1	1	187141430	187141430
16320	2420_chr3	1	1	1	1	191504730	191504730
16321	2420_chr4	1	1	1	1	186220216	186220216
16322	2421_chr1	1	1	1	1	195664233	195664233
16323	2421_chr2	1	1	1	1	187251544	187251544
16324	2421_chr3	1	1	1	1	191537090	191537090
16325	2421_chr4	1	1	1	1	186296320	186296320
16326	2422_chr1	1	1	1	1	195781460	195781460
16327	2422_chr2	1	1	1	1	187261718	187261718
16328	2422_chr3	1	1	1	1	191539753	191539753
16329	2422_chr4	1	1	1	1	186355330	186355330
16330	2423_chr1	1	1	1	1	195952969	195952969
16331	2423_chr2	1	1	1	1	187326189	187326189
16332	2423_chr3	1	1	1	1	191646553	191646553
16333	2423_chr4	1	1	1	1	186433942	186433942
16334	2424_chr1	1	1	1	1	196007974	196007974
16335	2424_chr2	1	1	1	1	187462600	187462600
16336	2424_chr3	1	1	1	1	191785614	191785614
16337	2424_chr4	1	1	1	1	186486883	186486883
16338	2425_chr1	1	1	1	1	196213894	196213894
16339	2425_chr2	1	1	1	1	187578193	187578193
16340	2425_chr3	1	1	1	1	191813718	191813718
16341	2425_chr4	1	1	1	1	186528721	186528721
16342	2426_chr1	1	1	1	1	196380240	196380240
16343	2426_chr2	1	1	1	1	187597516	187597516
16344	2426_chr3	23	23	23	23	191816708	191816726
16345	2426_chr4	1	1	1	1	186536319	186536319
16346	2427_chr1	1	1	1	1	196481264	196481264
16347	2427_chr2	1	1	1	1	187649371	187649371
16348	2427_chr3	1	1	1	1	191906798	191906798
16349	2427_chr4	1	1	1	1	186592685	186592685
16350	2428_chr1	1	1	1	1	196492485	196492485
16351	2428_chr2	1	1	1	1	187654705	187654705
16352	2428_chr3	1	1	1	1	191924593	191924593
16353	2428_chr4	1	1	1	1	186736264	186736264
16354	2429_chr1	1	1	1	1	196503009	196503009
16355	2429_chr2	1	1	1	1	187686610	187686610
16356	2429_chr3	1	1	1	1	192204442	192204442
16357	2429_chr4	1	1	1	1	186854621	186854621
16358	242_chr1	2	2	2	2	23228621	23228622
16359	242_chr10	1	1	1	1	20165802	20165802
16360	242_chr11	1	1	1	1	21655009	21655009
16361	242_chr12	1	1	1	1	22102362	22102362
16362	242_chr13	2	2	2	2	16947019	16947164
16363	242_chr14	1	1	1	1	37644929	37644929
16364	242_chr15	1	1	1	1	39016445	39016445
16365	242_chr16	1	1	1	1	23718863	23718863
16366	242_chr17	2	2	2	2	21983199	21983739
16367	242_chr18	1	1	1	1	23713446	23713446
16368	242_chr19	1	1	1	1	29302195	29302195
16369	242_chr2	1	1	1	1	18833209	18833209
16370	242_chr20	1	1	1	1	22308551	22308551
16371	242_chr21	1	1	1	1	17402538	17402538
16372	242_chr22	1	1	1	1	31559709	31559709
16373	242_chr3	1	1	1	1	18725730	18725730
16374	242_chr4	1	1	1	1	20561460	20561460
16375	242_chr5	13	13	13	13	19638971	19638984
16376	242_chr6	1	1	1	1	21425861	21425861
16377	242_chr7	1	1	1	1	23168021	23168021
16378	242_chr8	1	1	1	1	19369721	19369721
16379	242_chr9	1	1	1	1	16902295	16902295
16380	242_chrX	1	1	1	1	36855968	36855968
16381	2430_chr1	1	1	1	1	196708933	196708933
16382	2430_chr2	1	1	1	1	187745602	187745602
16383	2430_chr3	1	1	1	1	192264867	192264867
16384	2430_chr4	1	1	1	1	186869397	186869397
16385	2431_chr1	1	1	1	1	196728798	196728798
16386	2431_chr2	1	1	1	1	187967758	187967758
16387	2431_chr3	1	1	1	1	192282449	192282449
16388	2431_chr4	1	1	1	1	187023114	187023114
16389	2432_chr1	1	1	1	1	196746715	196746715
16390	2432_chr2	1	1	1	1	187970352	187970352
16391	2432_chr3	1	1	1	1	192410670	192410670
16392	2432_chr4	1	1	1	1	187064591	187064591
16393	2433_chr1	1	1	1	1	196790536	196790536
16394	2433_chr2	1	1	1	1	188009993	188009993
16395	2433_chr3	1	1	1	1	192458088	192458088
16396	2433_chr4	2	2	2	2	187076330	187076331
16397	2434_chr1	1	1	1	1	196820772	196820772
16398	2434_chr2	1	1	1	1	188139960	188139960
16399	2434_chr3	1	1	1	1	192700850	192700850
16400	2434_chr4	1	1	1	1	187278690	187278690
16401	2435_chr1	1	1	1	1	196913569	196913569
16402	2435_chr2	1	1	1	1	188434076	188434076
16403	2435_chr3	1	1	1	1	192715833	192715833
16404	2435_chr4	1	1	1	1	187281610	187281610
16405	2436_chr1	1	1	1	1	196996624	196996624
16406	2436_chr2	1	1	1	1	188509806	188509806
16407	2436_chr3	1	1	1	1	192717682	192717682
16408	2436_chr4	1	1	1	1	187327574	187327574
16409	2437_chr1	1	1	1	1	197016285	197016285
16410	2437_chr2	1	1	1	1	188573845	188573845
16411	2437_chr3	1	1	1	1	192749598	192749598
16412	2437_chr4	1	1	1	1	187714329	187714329
16413	2438_chr1	1	1	1	1	197041762	197041762
16414	2438_chr2	1	1	1	1	188594343	188594343
16415	2438_chr3	1	1	1	1	192867751	192867751
16416	2438_chr4	1	1	1	1	187750466	187750466
16417	2439_chr1	1	1	1	1	197045718	197045718
16418	2439_chr2	1	1	1	1	188681643	188681643
16419	2439_chr3	1	1	1	1	192912791	192912791
16420	2439_chr4	13	13	13	13	187828493	187828504
16421	243_chr1	1	1	1	1	23315283	23315283
16422	243_chr10	1	1	1	1	20244827	20244827
16423	243_chr11	1	1	1	1	21747929	21747929
16424	243_chr12	1	1	1	1	22172281	22172281
16425	243_chr13	3	3	3	3	16948981	16950070
16426	243_chr14	1	1	1	1	37713663	37713663
16427	243_chr15	1	1	1	1	39225651	39225651
16428	243_chr16	1	1	1	1	23724123	23724123
16429	243_chr17	1	1	1	1	21987610	21987610
16430	243_chr18	1	1	1	1	23748590	23748590
16431	243_chr19	1	1	1	1	29426043	29426043
16432	243_chr2	1	1	1	1	18868954	18868954
16433	243_chr20	16	16	16	16	22638160	22638173
16434	243_chr21	1	1	1	1	17557047	17557047
16435	243_chr22	1	1	1	1	31588813	31588813
16436	243_chr3	1	1	1	1	18867864	18867864
16437	243_chr4	1	1	1	1	20751723	20751723
16438	243_chr5	1	1	1	1	19643849	19643849
16439	243_chr6	1	1	1	1	21652439	21652439
16440	243_chr7	1	1	1	1	23254518	23254518
16441	243_chr8	1	1	1	1	19373756	19373756
16442	243_chr9	1	1	1	1	16996962	16996962
16443	243_chrX	1	1	1	1	37569972	37569972
16444	2440_chr1	1	1	1	1	197046783	197046783
16445	2440_chr2	1	1	1	1	188745154	188745154
16446	2440_chr3	1	1	1	1	193202867	193202867
16447	2440_chr4	1	1	1	1	187871833	187871833
16448	2441_chr1	1	1	1	1	197129782	197129782
16449	2441_chr2	1	1	1	1	188838501	188838501
16450	2441_chr3	1	1	1	1	193407621	193407621
16451	2441_chr4	1	1	1	1	187930328	187930328
16452	2442_chr1	6	6	6	6	197327084	197327087
16453	2442_chr2	1	1	1	1	188986657	188986657
16454	2442_chr3	1	1	1	1	193441004	193441004
16455	2442_chr4	1	1	1	1	187958234	187958234
16456	2443_chr1	1	1	1	1	197353801	197353801
16457	2443_chr2	1	1	1	1	189055520	189055520
16458	2443_chr3	1	1	1	1	193443902	193443902
16459	2443_chr4	13	13	13	13	187984741	187984761
16460	2444_chr1	24	24	24	24	197354811	197354823
16461	2444_chr2	1	1	1	1	189437658	189437658
16462	2444_chr3	1	1	1	1	193449112	193449112
16463	2444_chr4	1	1	1	1	188008264	188008264
16464	2445_chr1	1	1	1	1	197375937	197375937
16465	2445_chr2	1	1	1	1	189727118	189727118
16466	2445_chr3	1	1	1	1	193482584	193482584
16467	2445_chr4	1	1	1	1	188135494	188135494
16468	2446_chr1	1	1	1	1	197378272	197378272
16469	2446_chr2	1	1	1	1	189802073	189802073
16470	2446_chr3	1	1	1	1	193572800	193572800
16471	2446_chr4	1	1	1	1	188305183	188305183
16472	2447_chr1	1	1	1	1	197411294	197411294
16473	2447_chr2	1	1	1	1	189817402	189817402
16474	2447_chr3	1	1	1	1	193729026	193729026
16475	2447_chr4	1	1	1	1	188421627	188421627
16476	2448_chr1	1	1	1	1	197654645	197654645
16477	2448_chr2	1	1	1	1	189833367	189833367
16478	2448_chr3	1	1	1	1	193843997	193843997
16479	2448_chr4	1	1	1	1	188434173	188434173
16480	2449_chr1	1	1	1	1	197783329	197783329
16481	2449_chr2	1	1	1	1	189986382	189986382
16482	2449_chr3	1	1	1	1	194026370	194026370
16483	2449_chr4	1	1	1	1	188486429	188486429
16484	244_chr1	1	1	1	1	23347476	23347476
16485	244_chr10	1	1	1	1	20328547	20328547
16486	244_chr11	1	1	1	1	21823349	21823349
16487	244_chr12	2	2	2	2	22252871	22252886
16488	244_chr13	1	1	1	1	16951873	16951873
16489	244_chr14	1	1	1	1	37767818	37767818
16490	244_chr15	2	2	2	2	39228205	39228211
16491	244_chr16	14	14	14	14	23802212	23802426
16492	244_chr17	1	1	1	1	21989812	21989812
16493	244_chr18	1	1	1	1	23783720	23783720
16494	244_chr19	1	1	1	1	29428393	29428393
16495	244_chr2	1	1	1	1	18917624	18917624
16496	244_chr20	1	1	1	1	22672249	22672249
16497	244_chr21	1	1	1	1	17642306	17642306
16498	244_chr22	1	1	1	1	31590043	31590043
16499	244_chr3	1	1	1	1	18927556	18927556
16500	244_chr4	1	1	1	1	20756968	20756968
16501	244_chr5	1	1	1	1	19665790	19665790
16502	244_chr6	1	1	1	1	21670652	21670652
16503	244_chr7	1	1	1	1	23374347	23374347
16504	244_chr8	1	1	1	1	19506373	19506373
16505	244_chr9	1	1	1	1	17003255	17003255
16506	244_chrX	1	1	1	1	37574055	37574055
16507	2450_chr1	1	1	1	1	197787819	197787819
16508	2450_chr2	1	1	1	1	189987429	189987429
16509	2450_chr3	1	1	1	1	194071949	194071949
16510	2450_chr4	1	1	1	1	188763771	188763771
16511	2451_chr1	1	1	1	1	197857552	197857552
16512	2451_chr2	2	2	2	2	190176602	190177433
16513	2451_chr3	1	1	1	1	194240752	194240752
16514	2451_chr4	1	1	1	1	188825021	188825021
16515	2452_chr1	1	1	1	1	198383311	198383311
16516	2452_chr2	1	1	1	1	190368070	190368070
16517	2452_chr3	1	1	1	1	194432977	194432977
16518	2452_chr4	1	1	1	1	188828636	188828636
16519	2453_chr1	1	1	1	1	198545502	198545502
16520	2453_chr2	7	7	7	7	190373230	190373236
16521	2453_chr3	1	1	1	1	194693225	194693225
16522	2453_chr4	1	1	1	1	188835447	188835447
16523	2454_chr1	1	1	1	1	198603109	198603109
16524	2454_chr2	1	1	1	1	190433227	190433227
16525	2454_chr3	1	1	1	1	194739394	194739394
16526	2454_chr4	1	1	1	1	188841250	188841250
16527	2455_chr1	1	1	1	1	198613140	198613140
16528	2455_chr2	1	1	1	1	190552158	190552158
16529	2455_chr3	1	1	1	1	194821787	194821787
16530	2455_chr4	1	1	1	1	188846722	188846722
16531	2456_chr1	1	1	1	1	198627069	198627069
16532	2456_chr2	1	1	1	1	190570054	190570054
16533	2456_chr3	1	1	1	1	194873631	194873631
16534	2456_chr4	1	1	1	1	188907276	188907276
16535	2457_chr1	1	1	1	1	198776395	198776395
16536	2457_chr2	1	1	1	1	190685161	190685161
16537	2457_chr3	1	1	1	1	194882184	194882184
16538	2457_chr4	1	1	1	1	188928737	188928737
16539	2458_chr1	1	1	1	1	199084725	199084725
16540	2458_chr2	1	1	1	1	190752676	190752676
16541	2458_chr3	1	1	1	1	194902431	194902431
16542	2458_chr4	1	1	1	1	188951159	188951159
16543	2459_chr1	1	1	1	1	199467741	199467741
16544	2459_chr2	1	1	1	1	190756190	190756190
16545	2459_chr3	1	1	1	1	195136798	195136798
16546	2459_chr4	1	1	1	1	189048531	189048531
16547	245_chr1	1	1	1	1	23432971	23432971
16548	245_chr10	1	1	1	1	20358049	20358049
16549	245_chr11	1	1	1	1	21914778	21914778
16550	245_chr12	1	1	1	1	22326709	22326709
16551	245_chr13	2	2	2	2	16953986	16953989
16552	245_chr14	1	1	1	1	37875248	37875248
16553	245_chr15	1	1	1	1	39324632	39324632
16554	245_chr16	1	1	1	1	23986307	23986307
16555	245_chr17	24	24	24	24	22044113	22044126
16556	245_chr18	2	2	2	2	23885323	23885325
16557	245_chr19	1	1	1	1	29535060	29535060
16558	245_chr2	1	1	1	1	19014204	19014204
16559	245_chr20	1	1	1	1	22678072	22678072
16560	245_chr21	1	1	1	1	17685974	17685974
16561	245_chr22	1	1	1	1	31612854	31612854
16562	245_chr3	1	1	1	1	18946671	18946671
16563	245_chr4	1	1	1	1	20789337	20789337
16564	245_chr5	1	1	1	1	19678330	19678330
16565	245_chr6	1	1	1	1	21767187	21767187
16566	245_chr7	1	1	1	1	23624250	23624250
16567	245_chr8	1	1	1	1	19557559	19557559
16568	245_chr9	1	1	1	1	17120519	17120519
16569	245_chrX	1	1	1	1	37629920	37629920
16570	2460_chr1	2	2	2	2	199471068	199471077
16571	2460_chr2	1	1	1	1	190835778	190835778
16572	2460_chr3	1	1	1	1	195271941	195271941
16573	2460_chr4	1	1	1	1	189066491	189066491
16574	2461_chr1	1	1	1	1	199535467	199535467
16575	2461_chr2	2	2	2	2	190984972	190985909
16576	2461_chr3	1	1	1	1	195437814	195437814
