mergedClusterID	CHR	chr_order	min	max	mid_pos	x	POS
251_chr11	chr11	11	22270490	22270490	22270490.0	1830085194.0	1
251_chr12	chr12	12	22630750	22630750	22630750.0	1965451909.0	1
251_chr13	chr13	13	16986629	16986661	16986645.0	2093072957.0	8
251_chr14	chr14	14	38241487	38241487	38241487.0	2228681978.0	1
251_chr15	chr15	15	39795263	39795263	39795263.0	2337012820.0	1
251_chr16	chr16	16	24350374	24350374	24350374.0	2423542029.0	1
251_chr17	chr17	17	22324114	22324114	22324114.0	2511705691.0	1
251_chr18	chr18	18	24838151	24838151	24838151.0	2597295206.0	1
251_chr19	chr19	19	30051057	30051057	30051057.0	2682771198.0	1
251_chr2	chr2	2	19428435	19428435	19428435.0	268374760.0	1
251_chr20	chr20	20	23318283	23318398	23318340.5	2734643379.5	2
251_chr21	chr21	21	18120424	18120424	18120424.0	2793586045.0	1
251_chr22	chr22	22	32152212	32152212	32152212.0	2854074234.0	1
251_chr3	chr3	3	19919588	19919588	19919588.0	510889103.0	1
251_chr4	chr4	4	21183457	21183463	21183460.0	710369370.0	5
251_chr5	chr5	5	20337936	20337936	20337936.0	899705370.0	1
251_chr6	chr6	6	22127126	22127126	22127126.0	1082962336.0	1
251_chr7	chr7	7	23930891	23930900	23930895.5	1255461496.5	8
251_chr8	chr8	8	19838237	19838237	19838237.0	1410612539.0	1
251_chr9	chr9	9	17523739	17524340	17524039.5	1553320095.5	2
251_chrX	chrX	23	38331422	38331422	38331422.0	2911061397.0	1
2520_chr1	chr1	1	204412046	204412051	204412048.5	204412048.5	7
2520_chr2	chr2	2	195759368	195759368	195759368.0	444705693.0	1
2521_chr1	chr1	1	204593455	204593455	204593455.0	204593455.0	1
2521_chr2	chr2	2	195808901	195808901	195808901.0	444755226.0	1
2522_chr1	chr1	1	204616843	204616843	204616843.0	204616843.0	1
2522_chr2	chr2	2	195831349	195831349	195831349.0	444777674.0	1
2523_chr1	chr1	1	204687710	204687710	204687710.0	204687710.0	1
2523_chr2	chr2	2	196044821	196044821	196044821.0	444991146.0	1
2524_chr1	chr1	1	204951026	204951026	204951026.0	204951026.0	1
2524_chr2	chr2	2	196080646	196080646	196080646.0	445026971.0	1
2525_chr1	chr1	1	205129718	205129718	205129718.0	205129718.0	1
2525_chr2	chr2	2	196321576	196321576	196321576.0	445267901.0	1
2526_chr1	chr1	1	205178734	205178734	205178734.0	205178734.0	1
2526_chr2	chr2	2	196578495	196578495	196578495.0	445524820.0	1
2527_chr1	chr1	1	205207757	205207760	205207758.5	205207758.5	3
2527_chr2	chr2	2	196657233	196657233	196657233.0	445603558.0	1
2528_chr1	chr1	1	205232934	205232957	205232945.5	205232945.5	9
2528_chr2	chr2	2	196658324	196658324	196658324.0	445604649.0	1
2529_chr1	chr1	1	205243159	205243159	205243159.0	205243159.0	1
2529_chr2	chr2	2	196741558	196741558	196741558.0	445687883.0	1
252_chr1	chr1	1	24124837	24124837	24124837.0	24124837.0	1
252_chr10	chr10	10	20921607	20921607	20921607.0	1694948980.0	1
252_chr11	chr11	11	22469260	22469260	22469260.0	1830283964.0	1
252_chr12	chr12	12	22774630	22774646	22774638.0	1965595797.0	10
252_chr13	chr13	13	16987735	16987735	16987735.0	2093074047.0	1
252_chr14	chr14	14	38286555	38286555	38286555.0	2228727046.0	1
252_chr15	chr15	15	40077727	40077746	40077736.5	2337295293.5	25
252_chr16	chr16	16	24378496	24378496	24378496.0	2423570151.0	1
252_chr17	chr17	17	22326393	22326410	22326401.5	2511707978.5	9
252_chr18	chr18	18	24943731	24943731	24943731.0	2597400786.0	1
252_chr19	chr19	19	30103901	30103901	30103901.0	2682824042.0	1
252_chr2	chr2	2	19437560	19437560	19437560.0	268383885.0	1
252_chr20	chr20	20	23377484	23377484	23377484.0	2734702523.0	1
252_chr21	chr21	21	18149117	18149117	18149117.0	2793614738.0	1
252_chr22	chr22	22	32162046	32162046	32162046.0	2854084068.0	1
252_chr3	chr3	3	20285716	20285716	20285716.0	511255231.0	1
252_chr4	chr4	4	21347480	21347480	21347480.0	710533390.0	1
252_chr5	chr5	5	20340591	20340591	20340591.0	899708025.0	1
252_chr6	chr6	6	22144021	22144021	22144021.0	1082979231.0	1
252_chr7	chr7	7	23997874	23997874	23997874.0	1255528475.0	1
252_chr8	chr8	8	20013134	20013134	20013134.0	1410787436.0	1
252_chr9	chr9	9	17591865	17591865	17591865.0	1553387921.0	1
252_chrX	chrX	23	38546522	38546522	38546522.0	2911276497.0	1
2530_chr1	chr1	1	205327938	205327938	205327938.0	205327938.0	1
2530_chr2	chr2	2	196759573	196759573	196759573.0	445705898.0	1
2531_chr1	chr1	1	205345986	205345986	205345986.0	205345986.0	1
2531_chr2	chr2	2	196945709	196945709	196945709.0	445892034.0	1
2532_chr1	chr1	1	205654425	205654425	205654425.0	205654425.0	1
2532_chr2	chr2	2	197175855	197175855	197175855.0	446122180.0	1
2533_chr1	chr1	1	205804801	205804801	205804801.0	205804801.0	1
2533_chr2	chr2	2	197339023	197339023	197339023.0	446285348.0	1
2534_chr1	chr1	1	205838711	205838711	205838711.0	205838711.0	1
2534_chr2	chr2	2	197556505	197556505	197556505.0	446502830.0	1
2535_chr1	chr1	1	205852019	205852019	205852019.0	205852019.0	1
2535_chr2	chr2	2	197568657	197568657	197568657.0	446514982.0	1
2536_chr1	chr1	1	205906585	205907377	205906981.0	205906981.0	2
2536_chr2	chr2	2	197598409	197598409	197598409.0	446544734.0	1
2537_chr1	chr1	1	205946656	205946656	205946656.0	205946656.0	1
2537_chr2	chr2	2	197642085	197642085	197642085.0	446588410.0	1
2538_chr1	chr1	1	206035338	206035338	206035338.0	206035338.0	1
2538_chr2	chr2	2	197666263	197666263	197666263.0	446612588.0	1
2539_chr1	chr1	1	206100581	206100581	206100581.0	206100581.0	1
2539_chr2	chr2	2	197675586	197675591	197675588.5	446621913.5	5
253_chr1	chr1	1	24269244	24269244	24269244.0	24269244.0	1
253_chr10	chr10	10	21067206	21067206	21067206.0	1695094579.0	1
253_chr11	chr11	11	22554383	22554383	22554383.0	1830369087.0	1
253_chr12	chr12	12	22882770	22882770	22882770.0	1965703929.0	1
253_chr13	chr13	13	16991952	16991952	16991952.0	2093078264.0	1
253_chr14	chr14	14	38385457	38385457	38385457.0	2228825948.0	1
253_chr15	chr15	15	40134087	40134087	40134087.0	2337351644.0	1
253_chr16	chr16	16	24446193	24446194	24446193.5	2423637848.5	2
253_chr17	chr17	17	22519353	22532169	22525761.0	2511907338.0	453
253_chr18	chr18	18	24957330	24957351	24957340.5	2597414395.5	15
253_chr19	chr19	19	30379777	30379903	30379840.0	2683099981.0	4
253_chr2	chr2	2	19683416	19683416	19683416.0	268629741.0	1
253_chr20	chr20	20	23486565	23486565	23486565.0	2734811604.0	1
253_chr21	chr21	21	18179470	18179470	18179470.0	2793645091.0	1
253_chr22	chr22	22	32174856	32174856	32174856.0	2854096878.0	1
253_chr3	chr3	3	20427614	20427614	20427614.0	511397129.0	1
253_chr4	chr4	4	21357665	21357665	21357665.0	710543575.0	1
253_chr5	chr5	5	20412910	20412910	20412910.0	899780344.0	1
253_chr6	chr6	6	22175355	22175355	22175355.0	1083010565.0	1
253_chr7	chr7	7	24029161	24029161	24029161.0	1255559762.0	1
253_chr8	chr8	8	20088040	20088040	20088040.0	1410862342.0	1
253_chr9	chr9	9	17592971	17592971	17592971.0	1553389027.0	1
253_chrX	chrX	23	38823320	38823320	38823320.0	2911553295.0	1
2540_chr1	chr1	1	206282270	206282270	206282270.0	206282270.0	1
2540_chr2	chr2	2	197697960	197698260	197698110.0	446644435.0	28
2541_chr1	chr1	1	206314096	206314096	206314096.0	206314096.0	1
2541_chr2	chr2	2	197857102	197857102	197857102.0	446803427.0	1
2542_chr1	chr1	1	206319985	206319985	206319985.0	206319985.0	1
2542_chr2	chr2	2	197910482	197910482	197910482.0	446856807.0	1
2543_chr1	chr1	1	206360396	206360396	206360396.0	206360396.0	1
2543_chr2	chr2	2	197942374	197942374	197942374.0	446888699.0	1
2544_chr1	chr1	1	206419146	206419146	206419146.0	206419146.0	1
2544_chr2	chr2	2	197950951	197950951	197950951.0	446897276.0	1
2545_chr1	chr1	1	206457466	206457466	206457466.0	206457466.0	1
2545_chr2	chr2	2	197986193	197986193	197986193.0	446932518.0	1
2546_chr1	chr1	1	206619987	206619987	206619987.0	206619987.0	1
2546_chr2	chr2	2	198067429	198067429	198067429.0	447013754.0	1
2547_chr1	chr1	1	206683290	206683290	206683290.0	206683290.0	1
2547_chr2	chr2	2	198124256	198124256	198124256.0	447070581.0	1
2548_chr1	chr1	1	206724940	206724940	206724940.0	206724940.0	1
2548_chr2	chr2	2	198155754	198155754	198155754.0	447102079.0	1
2549_chr1	chr1	1	206839700	206839700	206839700.0	206839700.0	1
2549_chr2	chr2	2	198173703	198173703	198173703.0	447120028.0	1
254_chr1	chr1	1	24501204	24501204	24501204.0	24501204.0	1
254_chr10	chr10	10	21153242	21153242	21153242.0	1695180615.0	1
254_chr11	chr11	11	22555584	22555584	22555584.0	1830370288.0	1
254_chr12	chr12	12	22933612	22933612	22933612.0	1965754771.0	1
254_chr13	chr13	13	16994523	16994897	16994710.0	2093081022.0	4
254_chr14	chr14	14	38438161	38438161	38438161.0	2228878652.0	1
254_chr15	chr15	15	40194906	40194906	40194906.0	2337412463.0	1
254_chr16	chr16	16	24485686	24485686	24485686.0	2423677341.0	1
254_chr17	chr17	17	22537853	22537853	22537853.0	2511919430.0	1
254_chr18	chr18	18	25035031	25035031	25035031.0	2597492086.0	1
254_chr19	chr19	19	30404399	30404399	30404399.0	2683124540.0	1
254_chr2	chr2	2	19748390	19748390	19748390.0	268694715.0	1
254_chr20	chr20	20	23593688	23593688	23593688.0	2734918727.0	1
254_chr21	chr21	21	18349215	18349215	18349215.0	2793814836.0	1
254_chr22	chr22	22	32214660	32214660	32214660.0	2854136682.0	1
254_chr3	chr3	3	20456727	20456727	20456727.0	511426242.0	1
254_chr4	chr4	4	21380879	21380879	21380879.0	710566789.0	1
254_chr5	chr5	5	20445856	20445856	20445856.0	899813290.0	1
254_chr6	chr6	6	22178074	22178074	22178074.0	1083013284.0	1
254_chr7	chr7	7	24048423	24048423	24048423.0	1255579024.0	1
254_chr8	chr8	8	20326560	20326560	20326560.0	1411100862.0	1
254_chr9	chr9	9	17683517	17683517	17683517.0	1553479573.0	1
254_chrX	chrX	23	39319976	39319976	39319976.0	2912049951.0	1
2550_chr1	chr1	1	206907080	206907089	206907084.5	206907084.5	17
2550_chr2	chr2	2	198559692	198559692	198559692.0	447506017.0	1
2551_chr1	chr1	1	206909531	206909531	206909531.0	206909531.0	1
2551_chr2	chr2	2	198700933	198700933	198700933.0	447647258.0	1
2552_chr1	chr1	1	207274988	207274988	207274988.0	207274988.0	1
2552_chr2	chr2	2	198750018	198750018	198750018.0	447696343.0	1
2553_chr1	chr1	1	207321545	207321545	207321545.0	207321545.0	1
2553_chr2	chr2	2	198910362	198910362	198910362.0	447856687.0	1
2554_chr1	chr1	1	207446387	207446387	207446387.0	207446387.0	1
2554_chr2	chr2	2	199194307	199194307	199194307.0	448140632.0	1
2555_chr1	chr1	1	207461014	207461014	207461014.0	207461014.0	1
2555_chr2	chr2	2	199205956	199205956	199205956.0	448152281.0	1
2556_chr1	chr1	1	207520950	207520955	207520952.5	207520952.5	9
2556_chr2	chr2	2	199277885	199277885	199277885.0	448224210.0	1
2557_chr1	chr1	1	207683824	207683824	207683824.0	207683824.0	1
2557_chr2	chr2	2	199392544	199392544	199392544.0	448338869.0	1
2558_chr1	chr1	1	207813065	207813065	207813065.0	207813065.0	1
2558_chr2	chr2	2	199614645	199614645	199614645.0	448560970.0	1
2559_chr1	chr1	1	207894202	207894202	207894202.0	207894202.0	1
2559_chr2	chr2	2	199701294	199701313	199701303.5	448647628.5	21
255_chr1	chr1	1	24535322	24535322	24535322.0	24535322.0	1
255_chr10	chr10	10	21172081	21172081	21172081.0	1695199454.0	1
255_chr11	chr11	11	22577991	22577991	22577991.0	1830392695.0	1
255_chr12	chr12	12	22957809	22957809	22957809.0	1965778968.0	1
255_chr13	chr13	13	16997275	16998265	16997770.0	2093084082.0	2
255_chr14	chr14	14	38655312	38655836	38655574.0	2229096065.0	66
255_chr15	chr15	15	40299875	40299875	40299875.0	2337517432.0	1
255_chr16	chr16	16	24506067	24506067	24506067.0	2423697722.0	1
255_chr17	chr17	17	22621261	22621261	22621261.0	2512002838.0	1
255_chr18	chr18	18	25062745	25062745	25062745.0	2597519800.0	1
255_chr19	chr19	19	30467272	30467272	30467272.0	2683187413.0	1
255_chr2	chr2	2	19821303	19821303	19821303.0	268767628.0	1
255_chr20	chr20	20	23633778	23633778	23633778.0	2734958817.0	1
255_chr21	chr21	21	18368746	18368746	18368746.0	2793834367.0	1
255_chr22	chr22	22	32328962	32328962	32328962.0	2854250984.0	1
255_chr3	chr3	3	20530725	20530725	20530725.0	511500240.0	1
255_chr4	chr4	4	21459224	21459224	21459224.0	710645134.0	1
255_chr5	chr5	5	20526348	20526348	20526348.0	899893782.0	1
255_chr6	chr6	6	22230649	22230649	22230649.0	1083065859.0	1
255_chr7	chr7	7	24115736	24115736	24115736.0	1255646337.0	1
255_chr8	chr8	8	20360268	20360268	20360268.0	1411134570.0	1
255_chr9	chr9	9	17725166	17725166	17725166.0	1553521222.0	1
255_chrX	chrX	23	39468380	39468380	39468380.0	2912198355.0	1
2560_chr1	chr1	1	207941338	207941338	207941338.0	207941338.0	1
2560_chr2	chr2	2	199717971	199717971	199717971.0	448664296.0	1
2561_chr1	chr1	1	207970065	207970065	207970065.0	207970065.0	1
2561_chr2	chr2	2	199918535	199918535	199918535.0	448864860.0	1
2562_chr1	chr1	1	207987338	207987338	207987338.0	207987338.0	1
2562_chr2	chr2	2	199989011	199989011	199989011.0	448935336.0	1
2563_chr1	chr1	1	208275531	208275531	208275531.0	208275531.0	1
2563_chr2	chr2	2	200032349	200032349	200032349.0	448978674.0	1
2564_chr1	chr1	1	208366044	208366044	208366044.0	208366044.0	1
2564_chr2	chr2	2	200054060	200054060	200054060.0	449000385.0	1
2565_chr1	chr1	1	208372096	208372096	208372096.0	208372096.0	1
2565_chr2	chr2	2	200058904	200058904	200058904.0	449005229.0	1
2566_chr1	chr1	1	208389117	208389117	208389117.0	208389117.0	1
2566_chr2	chr2	2	200316759	200316759	200316759.0	449263084.0	1
2567_chr1	chr1	1	208478744	208478744	208478744.0	208478744.0	1
2567_chr2	chr2	2	200414599	200414599	200414599.0	449360924.0	1
2568_chr1	chr1	1	208635563	208635563	208635563.0	208635563.0	1
2568_chr2	chr2	2	200607482	200607482	200607482.0	449553807.0	1
2569_chr1	chr1	1	208641752	208641752	208641752.0	208641752.0	1
2569_chr2	chr2	2	200744377	200744377	200744377.0	449690702.0	1
256_chr1	chr1	1	24577400	24577406	24577403.0	24577403.0	12
256_chr10	chr10	10	21247531	21247531	21247531.0	1695274904.0	1
256_chr11	chr11	11	22605801	22605801	22605801.0	1830420505.0	1
256_chr12	chr12	12	23003460	23003460	23003460.0	1965824619.0	1
256_chr13	chr13	13	16999782	17001361	17000571.5	2093086883.5	11
256_chr14	chr14	14	38707257	38707257	38707257.0	2229147748.0	1
256_chr15	chr15	15	40394936	40394936	40394936.0	2337612493.0	1
256_chr16	chr16	16	24521829	24521830	24521829.5	2423713484.5	2
256_chr17	chr17	17	22736820	22736820	22736820.0	2512118397.0	1
256_chr18	chr18	18	25179114	25179122	25179118.0	2597636173.0	7
256_chr19	chr19	19	30487008	30487008	30487008.0	2683207149.0	1
256_chr2	chr2	2	19841030	19841030	19841030.0	268787355.0	1
256_chr20	chr20	20	23716458	23716458	23716458.0	2735041497.0	1
256_chr21	chr21	21	18469659	18469659	18469659.0	2793935280.0	1
256_chr22	chr22	22	32333715	32333715	32333715.0	2854255737.0	1
256_chr3	chr3	3	20728431	20728431	20728431.0	511697946.0	1
256_chr4	chr4	4	21548211	21548211	21548211.0	710734121.0	1
256_chr5	chr5	5	20555406	20555417	20555411.5	899922845.5	12
256_chr6	chr6	6	22238864	22238864	22238864.0	1083074074.0	1
256_chr7	chr7	7	24359088	24359088	24359088.0	1255889689.0	1
256_chr8	chr8	8	20423725	20423725	20423725.0	1411198027.0	1
256_chr9	chr9	9	18252168	18252168	18252168.0	1554048224.0	1
256_chrX	chrX	23	39582740	39582740	39582740.0	2912312715.0	1
2570_chr1	chr1	1	208788754	208788754	208788754.0	208788754.0	1
2570_chr2	chr2	2	200789078	200789078	200789078.0	449735403.0	1
2571_chr1	chr1	1	208867303	208867303	208867303.0	208867303.0	1
2571_chr2	chr2	2	200929809	200929809	200929809.0	449876134.0	1
2572_chr1	chr1	1	208905009	208905016	208905012.5	208905012.5	5
2572_chr2	chr2	2	201121896	201121896	201121896.0	450068221.0	1
2573_chr1	chr1	1	208942205	208942206	208942205.5	208942205.5	2
2573_chr2	chr2	2	201126914	201126914	201126914.0	450073239.0	1
2574_chr1	chr1	1	209012641	209012641	209012641.0	209012641.0	1
2574_chr2	chr2	2	201213060	201213991	201213525.5	450159850.5	8
2575_chr1	chr1	1	209120938	209120938	209120938.0	209120938.0	1
2575_chr2	chr2	2	201308186	201308186	201308186.0	450254511.0	1
2576_chr1	chr1	1	209130202	209130202	209130202.0	209130202.0	1
2576_chr2	chr2	2	201313922	201313922	201313922.0	450260247.0	1
2577_chr1	chr1	1	209375225	209375225	209375225.0	209375225.0	1
2577_chr2	chr2	2	201368114	201368114	201368114.0	450314439.0	1
2578_chr1	chr1	1	209392896	209392896	209392896.0	209392896.0	1
2578_chr2	chr2	2	201507638	201507638	201507638.0	450453963.0	1
2579_chr1	chr1	1	209430635	209430635	209430635.0	209430635.0	1
2579_chr2	chr2	2	201524564	201524564	201524564.0	450470889.0	1
257_chr1	chr1	1	24707815	24707823	24707819.0	24707819.0	6
257_chr10	chr10	10	21262027	21262027	21262027.0	1695289400.0	1
257_chr11	chr11	11	22607559	22607559	22607559.0	1830422263.0	1
257_chr12	chr12	12	23040897	23040897	23040897.0	1965862056.0	1
257_chr13	chr13	13	17004010	17004088	17004049.0	2093090361.0	7
257_chr14	chr14	14	38826559	38826559	38826559.0	2229267050.0	1
257_chr15	chr15	15	40410811	40410811	40410811.0	2337628368.0	1
257_chr16	chr16	16	24830134	24830134	24830134.0	2424021789.0	1
257_chr17	chr17	17	22741886	22741886	22741886.0	2512123463.0	1
257_chr18	chr18	18	25242873	25242873	25242873.0	2597699928.0	1
257_chr19	chr19	19	30501545	30501545	30501545.0	2683221686.0	1
257_chr2	chr2	2	19842371	19842371	19842371.0	268788696.0	1
257_chr20	chr20	20	23758645	23758645	23758645.0	2735083684.0	1
257_chr21	chr21	21	18626004	18626004	18626004.0	2794091625.0	1
257_chr22	chr22	22	32386120	32386120	32386120.0	2854308142.0	1
257_chr3	chr3	3	20902661	20902661	20902661.0	511872176.0	1
257_chr4	chr4	4	21739098	21739098	21739098.0	710925008.0	1
257_chr5	chr5	5	20632703	20632703	20632703.0	900000137.0	1
257_chr6	chr6	6	22321824	22321824	22321824.0	1083157034.0	1
257_chr7	chr7	7	24428574	24428574	24428574.0	1255959175.0	1
257_chr8	chr8	8	20680674	20680683	20680678.5	1411454980.5	4
257_chr9	chr9	9	18419650	18419650	18419650.0	1554215706.0	1
257_chrX	chrX	23	39964251	39964251	39964251.0	2912694226.0	1
2580_chr1	chr1	1	209554835	209554835	209554835.0	209554835.0	1
2580_chr2	chr2	2	201549684	201549684	201549684.0	450496009.0	1
2581_chr1	chr1	1	209596783	209596783	209596783.0	209596783.0	1
2581_chr2	chr2	2	201552958	201553297	201553127.5	450499452.5	3
2582_chr1	chr1	1	209617760	209617760	209617760.0	209617760.0	1
2582_chr2	chr2	2	201650529	201650529	201650529.0	450596854.0	1
2583_chr1	chr1	1	209750982	209750982	209750982.0	209750982.0	1
2583_chr2	chr2	2	201696304	201696304	201696304.0	450642629.0	1
2584_chr1	chr1	1	209770523	209770523	209770523.0	209770523.0	1
2584_chr2	chr2	2	201861535	201861535	201861535.0	450807860.0	1
2585_chr1	chr1	1	209801066	209801066	209801066.0	209801066.0	1
2585_chr2	chr2	2	202143594	202143594	202143594.0	451089919.0	1
2586_chr1	chr1	1	209808924	209808924	209808924.0	209808924.0	1
2586_chr2	chr2	2	202188229	202188229	202188229.0	451134554.0	1
2587_chr1	chr1	1	209823458	209823458	209823458.0	209823458.0	1
2587_chr2	chr2	2	202423579	202423579	202423579.0	451369904.0	1
2588_chr1	chr1	1	209826590	209826590	209826590.0	209826590.0	1
2588_chr2	chr2	2	202492701	202492705	202492703.0	451439028.0	6
2589_chr1	chr1	1	209897713	209897713	209897713.0	209897713.0	1
2589_chr2	chr2	2	202546652	202546652	202546652.0	451492977.0	1
258_chr1	chr1	1	24714536	24714536	24714536.0	24714536.0	1
258_chr10	chr10	10	21277135	21277135	21277135.0	1695304508.0	1
258_chr11	chr11	11	22729657	22729657	22729657.0	1830544361.0	1
258_chr12	chr12	12	23110049	23110049	23110049.0	1965931208.0	1
258_chr13	chr13	13	17007313	17008433	17007873.0	2093094185.0	5
258_chr14	chr14	14	38940308	38940311	38940309.5	2229380800.5	4
258_chr15	chr15	15	40487223	40487224	40487223.5	2337704780.5	2
258_chr16	chr16	16	25573794	25573795	25573794.5	2424765449.5	2
258_chr17	chr17	17	22880064	22880064	22880064.0	2512261641.0	1
258_chr18	chr18	18	25258514	25258514	25258514.0	2597715569.0	1
258_chr19	chr19	19	30511789	30511789	30511789.0	2683231930.0	1
258_chr2	chr2	2	19873231	19873231	19873231.0	268819556.0	1
258_chr20	chr20	20	23781465	23781465	23781465.0	2735106504.0	1
258_chr21	chr21	21	18703464	18703464	18703464.0	2794169085.0	1
258_chr22	chr22	22	32548833	32548833	32548833.0	2854470855.0	1
258_chr3	chr3	3	20974082	20974082	20974082.0	511943597.0	1
258_chr4	chr4	4	21773733	21773733	21773733.0	710959643.0	1
258_chr5	chr5	5	20654190	20654190	20654190.0	900021624.0	1
258_chr6	chr6	6	22352359	22352359	22352359.0	1083187569.0	1
258_chr7	chr7	7	24668019	24668019	24668019.0	1256198620.0	1
258_chr8	chr8	8	20695381	20695381	20695381.0	1411469683.0	1
258_chr9	chr9	9	18479503	18479503	18479503.0	1554275559.0	1
258_chrX	chrX	23	40110637	40110667	40110652.0	2912840627.0	33
2590_chr1	chr1	1	210039237	210039237	210039237.0	210039237.0	1
2590_chr2	chr2	2	202578485	202578492	202578488.5	451524813.5	2
2591_chr1	chr1	1	210067094	210067094	210067094.0	210067094.0	1
2591_chr2	chr2	2	202614583	202614583	202614583.0	451560908.0	1
2592_chr1	chr1	1	210169211	210169211	210169211.0	210169211.0	1
2592_chr2	chr2	2	202616318	202617207	202616762.5	451563087.5	5
2593_chr1	chr1	1	210200893	210200893	210200893.0	210200893.0	1
2593_chr2	chr2	2	202672827	202672827	202672827.0	451619152.0	1
2594_chr1	chr1	1	210220282	210220282	210220282.0	210220282.0	1
2594_chr2	chr2	2	202803901	202803901	202803901.0	451750226.0	1
2595_chr1	chr1	1	210359934	210359934	210359934.0	210359934.0	1
2595_chr2	chr2	2	202856657	202856657	202856657.0	451802982.0	1
2596_chr1	chr1	1	210468583	210468583	210468583.0	210468583.0	1
2596_chr2	chr2	2	202911621	202911621	202911621.0	451857946.0	1
2597_chr1	chr1	1	210551200	210551200	210551200.0	210551200.0	1
2597_chr2	chr2	2	202938634	202938634	202938634.0	451884959.0	1
2598_chr1	chr1	1	210777464	210777464	210777464.0	210777464.0	1
2598_chr2	chr2	2	202971983	202971983	202971983.0	451918308.0	1
2599_chr1	chr1	1	210887751	210887751	210887751.0	210887751.0	1
2599_chr2	chr2	2	202992099	202992099	202992099.0	451938424.0	1
259_chr1	chr1	1	24728468	24728468	24728468.0	24728468.0	1
259_chr10	chr10	10	21329114	21329114	21329114.0	1695356487.0	1
259_chr11	chr11	11	22872815	22872815	22872815.0	1830687519.0	1
259_chr12	chr12	12	23121817	23121817	23121817.0	1965942976.0	1
259_chr13	chr13	13	17009643	17011194	17010418.5	2093096730.5	5
259_chr14	chr14	14	39025714	39025714	39025714.0	2229466205.0	1
259_chr15	chr15	15	40655838	40655838	40655838.0	2337873395.0	1
259_chr16	chr16	16	25642921	25642921	25642921.0	2424834576.0	1
259_chr17	chr17	17	22891998	22891998	22891998.0	2512273575.0	1
259_chr18	chr18	18	25371907	25371907	25371907.0	2597828962.0	1
259_chr19	chr19	19	30523010	30523010	30523010.0	2683243151.0	1
259_chr2	chr2	2	19914126	19914126	19914126.0	268860451.0	1
259_chr20	chr20	20	24041572	24041572	24041572.0	2735366611.0	1
259_chr21	chr21	21	18855875	18855875	18855875.0	2794321496.0	1
259_chr22	chr22	22	32611276	32611276	32611276.0	2854533298.0	1
259_chr3	chr3	3	20986551	20986551	20986551.0	511956066.0	1
259_chr4	chr4	4	21801228	21801228	21801228.0	710987138.0	1
259_chr5	chr5	5	20702404	20702507	20702455.5	900069889.5	3
259_chr6	chr6	6	22370672	22370672	22370672.0	1083205882.0	1
259_chr7	chr7	7	24699299	24699299	24699299.0	1256229900.0	1
259_chr8	chr8	8	20849888	20849888	20849888.0	1411624190.0	1
259_chr9	chr9	9	18538072	18538072	18538072.0	1554334128.0	1
259_chrX	chrX	23	40149647	40149647	40149647.0	2912879622.0	1
25_chr1	chr1	1	2653796	2654885	2654340.5	2654340.5	5
25_chr10	chr10	10	2350664	2350664	2350664.0	1676378037.0	1
25_chr11	chr11	11	3427306	3427306	3427306.0	1811242010.0	1
25_chr12	chr12	12	2232226	2232226	2232226.0	1945053385.0	1
25_chr13	chr13	13	16255807	16255817	16255812.0	2092342124.0	2
25_chr14	chr14	14	19273784	19273784	19273784.0	2209714275.0	1
25_chr15	chr15	15	19691333	19691333	19691333.0	2316908890.0	1
25_chr16	chr16	16	2631800	2631800	2631800.0	2401823455.0	1
25_chr17	chr17	17	2579345	2579345	2579345.0	2491960922.0	1
25_chr18	chr18	18	2842273	2842282	2842277.5	2575299332.5	4
25_chr19	chr19	19	3611954	3611954	3611954.0	2656332095.0	1
25_chr2	chr2	2	1692402	1692402	1692402.0	250638727.0	1
25_chr20	chr20	20	2042597	2042597	2042597.0	2713367636.0	1
25_chr21	chr21	21	7261200	7261200	7261200.0	2782726821.0	1
25_chr22	chr22	22	11040357	11040357	11040357.0	2832962379.0	1
25_chr3	chr3	3	1852669	1852669	1852669.0	492822184.0	1
25_chr4	chr4	4	1834608	1834608	1834608.0	691020518.0	1
25_chr5	chr5	5	1971438	1971441	1971439.5	881338873.5	6
25_chr6	chr6	6	2257138	2257138	2257138.0	1063092348.0	1
25_chr7	chr7	7	2103362	2103362	2103362.0	1233633963.0	1
25_chr8	chr8	8	2239207	2239207	2239207.0	1393013509.0	1
25_chr9	chr9	9	1608098	1608098	1608098.0	1537404154.0	1
25_chrX	chrX	23	1885923	1885923	1885923.0	2874615898.0	1
25_chrY	chrY	24	8369724	8369724	8369724.0	3037130332.0	1
2600_chr1	chr1	1	210891110	210891110	210891110.0	210891110.0	1
2600_chr2	chr2	2	203132787	203132787	203132787.0	452079112.0	1
2601_chr1	chr1	1	210935760	210935760	210935760.0	210935760.0	1
2601_chr2	chr2	2	203204302	203204309	203204305.5	452150630.5	9
2602_chr1	chr1	1	210955514	210955514	210955514.0	210955514.0	1
2602_chr2	chr2	2	203226732	203226732	203226732.0	452173057.0	1
2603_chr1	chr1	1	210998365	210998365	210998365.0	210998365.0	1
2603_chr2	chr2	2	203267175	203267175	203267175.0	452213500.0	1
2604_chr1	chr1	1	211005522	211005522	211005522.0	211005522.0	1
2604_chr2	chr2	2	203288627	203288627	203288627.0	452234952.0	1
2605_chr1	chr1	1	211026376	211026376	211026376.0	211026376.0	1
